#word,meaning,option1,option2,option3
genesis,起源,可见,百川归海,反映
uniqueness,独特,一定,唯一,独立
conformity,一致,步调一致,附属,同龄
roe,鱼卵,汽笛,演奏会,(使)紧张
merchant,商人,制造商,马夫,小贩
informed,受过教育,大器晚成,无知,不稂不莠
fogged,有灰雾的,亲属关系,形成,获悉
flagella,鞭节,羊毛,头发,羽毛
detriment,伤害,无害,跨越,防止
fitness,健康,怪僻,不伦不类,可笑
antiquity,古代,年代,王朝,现代
heal,康复,好转,鼻青脸肿,出院
bush,矮树丛,另外,问候,种族
eyewitness,目击者,调解人,发言人,见证
hardware,五金器具,百货,构件,商品
coverage,覆盖,屏蔽,赤裸裸,赤足
interpretation,解释,摘由,键入,留言
error,做错,女售货员,熟练,飘动
largely,大量,谦逊,慷慨,不在乎
fossilize,使成化石,配备,做实验,孔眼
pique,激怒,麻烦,冲撞,缠绕
canyon,峡谷,巫峡,山脚,檀香山
paddler,划独木舟者,雌性动物,存款,不论用何种方法
boastful,吹嘘,吹牛,隐瞒,解答
clergy,牧师,教皇,反动分子,修女
postwar,战后,机会,平常,为时
insurmountable,不能克服,(似)魔术的,犁,思考者
pioneering,开创性的,意外(因素),已经,感情
pump,泵,幸福,成年女子,前景
sympathize,同情,自制,操心,关心
hands-on,亲手抓的,视力,非白种人,争论
concept,概念,笔录,线索,意思
contiguous,接近,不等式,一般来说,一般
guarantee,保证,可能,意外,人寿保险
stack,堆积,开列,排队,喷射
bounce,（使）反跳,比画,扒拉,戏弄
ruin,破坏,打破,爆裂,堕入
rattle,拨浪鼓,脸谱,扳不倒儿,洋娃娃
voter,投票者,仆人,候选人,示威者
slime,黏液,眼泪,头皮,痰
rifle,来复枪,礼炮,大炮,铳
facelift,改建,修建,动土,奠基
contrary,相反,不妨,还,怎么
gulf,海湾,南海,东海,大西洋
provocative,煽动,迫使,寻开心,强制
graphic,绘画似的,平常,一连串,市场
proprietorship,所有权,主权,责任,权利
eccentricity,反常,天晓得,有趣,单调
rite,仪式,洗礼,葬礼,拜物教
terrific,极好,鸡肉,使惊奇,使接替
specimen,标本,半导体,半流体,刚体
knapsack,(士兵或徒步旅行者用的帆布或皮制的)背包,很,利益,沸腾
urbanite,都市人,华裔,居民,华侨
innumerable,无数,千万,扁圆,圆周
amnesia,健忘症,朴素,挫败,由
theoretical,理论上的,掩藏,敏捷,创造(新词)
hazel,榛树,新(近)的,为(论文等)答辩,爱尔兰岛
expanding,扩大,蔓延,转向,改装
represent,代表,表明,体现,可见
abrupt,突然,竟然,不见得,奇迹
countless,无数,不一而足,大量,些许
pierce,穿透,戳,触摸,刺
vulnerable,易受伤害,模仿,亦不可数),闪光灯
compensatory,补偿性的,一周一次,分担,鞠躬
succumb,屈服,驯服,调解,动武
expressive,富有表情,不变,温和,平板
leap,跳跃,奔驰,奔命,践踏
cupboard,食橱,油炸马铃薯片,潜在价值,明白
cumbersome,笨重,韧性,尖锐,精巧
precaution,预防措施,尴尬,专心,不经意
obstruct,阻塞(道路、通道等),躺,精确,(草木)枯萎
supervisor,主管,指挥,放假,领队
subversive,颠覆性的,会议记录,火柴,希望
shining,发亮,闪光,衍射,折射
pane,窗格玻璃,总计,新闻广播,纤细
pumpkin,南瓜,芜菁,红萝卜,西红柿
brownish,成褐色的,假设,治疗,想法
overbalance,失去平衡,广受欢迎,因为,调味汁
entertainment,款待,驱逐,虐待,收养
moist,潮湿,新鲜,闷热,独创性
approach,方法,常规,兵法,立场
corn,玉米,冬小麦,大麦,小麦
sloping,倾斜,蠕动,倚靠,滑翔
saga,英雄传奇,无论哪里,世纪,棉纱
bellows,风箱,烟灰缸,暗盒,盒子
barren,贫瘠,寸草不生,肥沃,空白
education,教育,产量,好像是,训练
eradicate,根除,战胜,洗刷,解渴
vapor,水汽,二氧化碳,电气,阿摩尼亚
gilding,贴金箔,模拟,阅读,读报
epidemic,传染病,肝炎,暗疾,风湿
adorn,装饰,制作,仿造,酿造
executive,执行者,巫婆,改革者,无产阶级
outdated,过时,现有,优美,新鲜
vision,视觉,反感,感情,灵感
cellist,大提琴家,宣布,绘画者,启示
protruding,突出,赤足,凹陷,悬垂
rejection,拒绝,归咎,允诺,回绝
logical,合乎逻辑,勉强,不当,定型
harmful,伤害,无害,不可逾越,便于
imprint,印痕,笔迹,斑点,皱纹
portray,描述,记述,详述,声称
hamburger,汉堡包,饼子,寿面,饽饽
weaverbird,织巢鸟之一种,迅速,摸上去有…感觉,喜剧
ledge,壁架,鹅卵石,石英,碎石
appropriate,占用,含水,带有,有价值
coalescence,合并,三位一体,团结,团聚
encompass,包括,露出,有价值,占有
champion,支持,陷落,遗留,处于
announce,宣布,宣传,独占,召集
objection,反对,拥戴,同情,忍受
unsophisticated,不懂事故,光是,乃至,渐次
sensible,可感觉到,隐约,不露声色,暧昧
cause,原因,东西,受事,病因
obligated,有义务的,障碍,干(旱)的,谎话
penalty,处罚,开除,授勋,罚款
susceptible,敏感,不到黄河心不死,八面玲珑,愚蠢
compulsory,必须做的,离开正题,需要,流域
epoch,新纪元,中世纪,北魏,历代
financial,财政,防务,官司,商务
anecdotal,轶闻,升,引发,黑暗
metabolism,新陈代谢,扩充,膨胀,改编
deck,一副（纸牌）,户外,环境,小姐
lull,使安静,军医,过路人,向...挥手
meteorologist,气象学者,各自,摄影机,溺爱
rubbery,橡胶似的,贵重物品,隔开,价钱
gymnastic,体操,锻炼,考验,尝试
complain,抱怨,抱屈,哀怨,抱恨
fruitful,硕果累累,一举两得,损失,开始
satiric,讽刺,丑化,笑话,笔战
frugal,节约,浪费,足够,抽出
symbology,象征学,指导,居留地,说话声音
ensemble,合唱曲,发展,注意到,一步
makeup,化妆品,晴雨表,装饰,香水
aria,独唱曲,灰尘,变奏,旋律
bulb,球茎,蕻,常春藤,藤蔓
replicate,复制,修补,制片,闭门造车
proponent,支持者,示威者,候选人,婢女
sentimentalism,感情主意,虚张声势,任意,摆门面
culinary,厨房,卧室,图书馆,教室
announcer,报幕员,干事,雇员,师傅
nomadic,游牧,哺育,放牧,饲养
oversight,失察,督促,蹲点,裁判
dot,星罗棋布于,车的)长队,赞扬,歌颂
flint,打火石,世界,醒悟到,摇动
infusion,注入,投入,进入,日出
haphazard,随便,只是,此外,鉴于
analogy,类比,小结,起草,动笔
crustacean,甲壳动物,动物,电子,农作物
distinctly,清楚,知悉,挂念,洞察
magician,魔术师,劳动者,预言家,无产阶级
chubby,丰满,平衡,可恨,调和
profile,剖面,对角,介面,水平面
complicated,费解,粗浅,艰巨,抽象
rinse,用清水冲洗,那时,小刀,宝物
decent,得体,白白,白搭,不宜
parapsychology,超心理学,中央,全国人民,鱼肉
smart,巧妙,百读不厌,传神,不错
exhilarate,使人兴奋,老板,必然,奖杯
specialized,专业,本职,非正式,现成
psychology,心理学,科学,科技,医学
theme,写作等的)题目,色彩,话题,葡萄牙语
flux,变迁,衍变,恶性循环,多变
reclaim,要求归还,免费,解散,定名
suspender,吊裤带,世界范围,我亲自,不会
sticky,粘的,酸性,非盈利,针对性
accompaniment,伴奏,运转,咀嚼,有(能力、时间、知识等)做某事
veneration,尊敬,自尊,哀怨,抱屈
tournament,比赛,跑马,奥林匹克,将军
penchant,爱好,认识,不得要领,误解
conventionally,按照惯例,烈酒,攻击,增进
hamper,妨碍,堵塞,限制,激起
majesty,威严,污秽,整洁,紧张
resolute,坚决,聪明,英雄,为所欲为
corps,军团,短训班,党组,军区
shrink,收缩,浓缩,浸透,延长
innate,先天,把稳,大材小用,不当
fixture,固定设备,答辩,贵重物品,论证
symptom,征兆,意思,症状,迹象
discourse,讲道,罗列,论述,闲谈
projecting,突出,悬垂,翘,赤裸裸
delicious,美味,十分,名副其实,甜美
heroism,英雄品质,刚强,果断,睿智
deficiency,不足,动态平衡,现存,短少
pulp,果肉,种子,颖,果皮
trivial,微不足道,不要紧,核心,不痛不痒
hygiene,卫生,大喜,失调,幸福
demagnetize,消磁,表面化,软化,简化
convinced,确信,信仰,不服,相信
instinctively,凭直觉地,洗澡,非白种人,选择
assist,援助,安抚,慰问,捐助
efficiency,效率,半天,整天,减缓
sensational,引起轰动,设置,赞赏,勇敢
arouse,唤醒,指导,辅导,启示
philology,语言学,课程,高科技,科技
choreographer,舞蹈指导,对待,合作,下级
milieu,出身背景,电扇,图样,有关系的
flashy,浮华,简朴,文明,华丽
intersection,十字路口,门口,城关,大关
decomposition,腐烂,变质,解冻,生育
pollutant,污染物质,另一个,算术,使摆脱
cavern,大山洞,红色,速溶,动物
concerto,协奏曲,京剧,催眠曲,舞剧
textured,手摸时有感觉的,住房供给,领会,请求
prolong,拖长,缩小,蔓延,缩短
stem,植物的茎,印记,无缺,空着
available,可利用的,愿望,主人,奖牌
diversification,多样化,合法化,简单化,情绪化
fancy,新奇,神奇,乏味,健康
poverty,贫困,不名一文,富有,蓬松
calculation,计算,度量衡,比量,演算
abide,遵守,抚养,顺从,保育
distinctively,特殊,合格,空前,百里挑一
mirage,幻想,深思,想象,想法
attendance,出席,退学,缺席,脱氧
narrator,讲述者,依靠,(使)厌烦,第一名
transformation,转变,变幻,衍变,巡回
coffeepot,咖啡壶,壶,便壶,茶匙
predecessor,前辈,身体,性子,参议员
tower,塔,阁楼,棚子,宿舍
saucer,茶碟,圆盘,高脚杯,杯子
aggravating,恼人,可怕,可怜,富于
propery,财产,标价,售价,买价
propagate,散布,张灯结彩,排队,堆放
character,角色,在下,大家,群体
roam,漫游,打牌,猜谜儿,游戏
urgency,紧急情况,选票,搞错了的,做…的搭档
minimalist,最低限要求者,苦心,观测,校长
exhausted,精疲力尽,喘息,懒洋洋,激发
revolution,革命,不要,暴动,是否
exclaim,呼喊,狂吠,呼叫,欢呼
shield,盾,听力所及距离,潜水,豆腐
harvest,收获,得出,顾忌,荣获
tolerant,容忍,同意,不由自主,克制
omit,省去,浪费,抽出,足够
industrialized,工业化的,奖牌,冷淡,什么也没有
sun-bronzed,被太阳晒成古铜色的,吐出,剑,劣质
dampen,使潮湿,气息,培训,稀少
proliferate,繁殖,产卵,孵化,诞生
rayon,人造丝,缎子,练,纨
drift,（使）漂流,位于,纸烟,恢复
parameter,参数,产量,次数,度数
pronghorn,(墨西哥和美国西部产的)叉角羚,闪电,化,特别照顾
hospitable,好客,狂暴,不耻下问,殷勤
stability,稳定性,淫猥,按兵不动,热闹
commentary,注释,留言,附笔,参考
exemption,解除,消灭,洗刷,解渴
competence,能力,推动力,移植,手艺
erect,使树立,同事,(运动联赛的)联合会,令人疲累的(修饰事物)
staple,把…订起来,类型,混合物,重大
trumpet,喇叭,喧闹,悔恨,呵！哎呀！
surmount,登上,贲临,下去,来到
legacy,遗产,动产,股价,房地产
anthem,圣歌,歌谣,十四行诗,口号
authorize,授权,托付,拜托,转送
intrepid,勇敢,坚定不移,不修边幅,不屈
cabin,船舱,龙头,舵,螺旋桨
community,(生物)群落,抱怨,疾病,精虫
repute,名声,反射,名望,盛名
banker,银行家,制造者,半文盲,大家
circuit,电路,当场,主干线,有线
tread,行走,奔走,散步,徐步
shrub,灌木丛,幸运,说,播种
hornbill,犀鸟,野禽,家禽,雕
appetite,胃口,次数,动量,变量
compliment,恭维,和解,庇荫,调和
neat,整洁,白热化,污染,幸福
synthesize,综合,著述,科研,小结
crystalline,水晶,白磷,烃,硫磺
perpendicular,垂直,平行,憔悴,清瘦
careless,粗心,奢侈,识相,持久
ray,光线,灯光,太阳,焰火
boundary,分界线,底线,界限,限于
viscous,粘滞,中性,技术性,权威性
enduring,持久,刻苦,草草,拖拉
orbit,轨道,规程,规矩,晚宴
absenteeism,旷课,仿效,阅读,读报
exploitation,开发,补税,付款,缴纳
assuredly,确实,宁愿,几乎,虽然
wrap,包,钱包,口袋,笆斗
reliable,可靠,不妥,大材小用,外来
nonrelevant,非关联的,(学校的)操场,看法,从今往后
excite,刺激,寄予,杜绝,限制
dogged,顽强,不在乎,浪荡,不敢越雷池一步
morale,士气,才智,智慧,度量
viral,病毒,抗体,肉体,酵母
garb,服装,斗篷,大衣,罩衫
itinerant,巡回,恶性循环,延续,变动
respiratory,呼吸,叫醒,吐,呼
tapestry,织锦,纨,哔叽,练
monopolize,独占,颁布,下令,监控
microcosm,微观世界,半球,面积,材积
gymnastics,体操,锻锤,考验,扶植
descend,下降,上涨,廉价,贬值
arithmetic,算数,背信弃义,迎接,预定
pathway,路,路边,便道,楼梯
constricted,抑制,操纵,制裁,跨越
strengthen,加强,巩固,安定,赶紧
presidency,总统任期,爆炸,(马)蹄铁,公正
tenant,承租人,店主,暴君,女皇
pollution,污染,轰动,抓住,引起
ascend,（渐渐）上升,衰减,高涨,减肥
sanitation,（公共、环境）卫生,每件事,奖学金,说话者
inheritance,遗产,不动产,动产,地产
telescope,望远镜,扫帚,板刷,凹透镜
fluffy,绒毛,羊毛,毛毡,纤毛
connect,连接,限期,动不动,原来
functioning,运转,回旋,余震,旋转
inflation,通货膨胀,日落,下降,退潮
frustrate,挫败,成功,崩溃,覆没
intense,强烈,不可告人,可疑,可行
ability,能力,手艺,骗术,智能
exhaust,耗尽,告终,闭幕,开拍
seamount,海底山,投票,好处,摇动
scale,鱼鳞,肝脏,肾脏,盖子
deficit,赤字,盈亏,盈余,收入
toe,脚趾,爪子,脚跟,脚踝
air,空气,现象,必要条件,生态
veto,否决权,权利,君权,任务
rawhide,生牛皮,羊毛(制)的,哪些,在地图上标示出
declare,宣布,责成,宣传,遥控
erratically,不规则地,数(目),丢弃,森林
grasshopper,蚱蜢,火龙,蜘蛛,蝴蝶
majestic,壮观,幻影,人才,病容
mock,（模仿性的）嘲笑,(跑道的)一圈,初学者,出现
humorous,幽默,滑稽,不是味儿,不得人心
verbal,口头,声带,牙齿,板牙
petal,花瓣,花托,天花,雌蕊
rival,竞争,责骂,议论,咒骂
ounce,盎司,短粗,平方,加仑
hypersensitive,非常敏感,舒适,移动,把…比作
composition,作曲,编造,布局,动笔
gasoline,汽油,焦油,煤油,石油
horror,惊骇,恐惧,吃惊,吃不来
magnetize,使磁化,发愁,顺利,不适当的
thaw,解冻,冷却,变质,速冻
sample,范例,规矩,热潮,谋杀案
livestock,家畜,槟子,耕畜,杏仁
commercialize,使商业化,文本,结构,悄悄地走
reschedule,重新计划,大变革的,健全,困惑
unexplored,未开发的,猜测,竹子,方便
plain,平原,岛屿,北美,沼泽
plateau,高原,江面,命脉,因素
jewelry,珠宝,戒指,花边,项链
bow,弓形,状态,小型,大型
calibration,标度,周长,庹,频道
mention,说起,演说,闲话,诉苦
disproportionate,不成比例,描述,捐献物,笔记本
handy,便利,超过,不利,主宰
thread,线,客,系列,批
reside,居住,断交,为生,露营
dismal,忧郁,忧虑,悲伤,愤慨
opposition,反对,克制,赞同,同意
discontented,不满意,升,七分之一,果断
misfortune,不幸,侥幸,不好,暴发
torque,扭矩,浴室,主顾,值
litter,垃圾,文物,资源,矿物
unseasonably,不合时令,新鲜,古老,多姿多彩
aviator,飞行员,水手,舵手,生火
sloth,怠惰,上班,办事,振兴
impartially,公平,落后,民主,蛮干
sunlight,日光,强光,月光,白炽
assimilate,学习,复习,进修,补考
embody,包含,呈现,有价值,含水
gravitation,引力,暴力,压力,财力
dangerous,危险,大喜,辛劳,幸福
doctrine,教义,语法,道理,正义
rally,召集,遥控,发表,监控
equivalent,等同品,没有,长处,煤气
lash,鞭子,常规武器,马蹄铁,笪
dismiss,解散,豁免,定名,免费
spoilage,（食物等）变质,堕入,撕毁,断裂
paleontologist,古生物学者,修补,把..看作为,喜欢
confidence,信心,笔触,传统,哀思
dentistry,牙科,航天,家庭作业,作业
nocturnal,夜的,戏剧,歌剧,催眠曲
abundantly,丰富,增值,干,增多
incidentally,附带,有意,无意识,痛快
swiftness,迅速,不翼而飞,兵贵神速,短距离
insulin,胰岛素,医药,冰片,泻药
vote,投票,栽培,评选,遴选
inspiration,灵感,恶意,直觉,感性
flickering,摇曳,散射,发亮,折射
arrangement,排列,张灯结彩,摆设,陈列
withdraw,撤退,俘虏,收获,解决
desire,欲望,人事,宿怨,不时之需
furry,毛皮,鳔胶,皮革,橡胶
springwater,天然泉水,垃圾,来到,恰当
entertain,娱乐,展出,画展,猜谜儿
pillar,柱,地板,标桩,华表
interest,利息,盈利,外资,红利
immigration,外来的移民,广泛,巡回比赛的运动员,冷静
trespasser,侵犯（他人土地）者,销售额,自从,形成缺口
pale,暗淡,透明,朦胧,辉煌
layout,规划,败兴,阴谋,心寒
commercial,商业,工商,军政,行业
cubic,立方体的,性急,痛苦,鼓励
individualism,个人主义,地方主义,伦理,场面
nickel,镍币,外汇,伪币,锞
propel,推进,范围,强加,刺激
span,跨越,便宜,制约,不可逾越
squarely,坚实,兵强马壮,粗劣,衰弱
plantation,种植园,灯塔,金字塔,草坪
preferable,更可取的,船长,使变酸,正确
complacence,自满,大量,冰冷,不吝
anticipate,预期,预计,臆测,出乎预料
ploished,擦亮,打扫,捕捞,掠过
raid,袭击,埋伏,包抄,爆破
dagger,短剑,戟,镖,戈
ignite,点燃,生火,熨,暖和
risky,危险,安闲,舒服,神经过敏
besiege,困扰,拦住,顶撞,搅和
volunteer,自愿,懊悔,愿意,可以
starfish,海星,彗星,卫星,流星
saltiness,盐度,标高,赫兹,频道
vine,葡萄藤,照亮,安排,引起的注意(或兴趣等)
consecutive,连续,老是,动不动,根本
regulation,规则,笔挺,舌尖,秃
snap,突然折断,急躁,生命,掌握
liberally,随意,没有,特此,大致
resist,抵抗,抵抗力,不可抗力,捍卫
archaeology,考古学,高科技,课程,科研
surplus,过剩,大量,不知凡几,扁圆
ceaseless,不停,动不动,连接,原本
disgrace,玷污,补救,挣扎,拼命
pineapple,凤梨,李子,苹果,梨子
discontent,不满,惭愧,合意,满足
abolitionist,废奴主义者,同种同族,废物,完满
depict,描绘,授意,表示,志
refrigeration,冷藏,存取,保存,储存
reflection,反映,可谓,根源,显得
drawback,弊端,利害,差异,风味
backbone,脊椎,髌骨,颈椎,骨干
behave,举止,动作,毛病,家事
resent,愤怒,赌气,忧郁,得意
salinity,盐分,表语,宾语,氨基
bitterness,苦味,美味,甜美,恶臭
surging,汹涌,刚健,雄伟,龙飞凤舞
unmatched,无可匹敌,堤,改正,捆
premature,过早,送行,长者,研究室
vocation,职业,工程,核工程,作业
threshold,开始,动手,动工,启程
introspective,自省,不顾,理会,后悔
lineage,血统,系列片,体系,互联网络
revitalization,新生,起来,毒化,衰败
exclusively,排外,毒死,孤立,引出
cozy,舒适,满足,策划,打算
dilate,使膨胀,做得到的,十足,听由摆布
isolate,使隔离,到来,我们<主格>,难相处的
tasty,美味,甜美,诚实,实弹
complaint,抱怨,哀怨,可敬,向往
fort,要塞,不毛之地,碑林,墓地
wade,涉水,鸣响,演习,变化
sunlit,被日光照射了的,(平)台,女神,他(她、它)们的
reptile,爬行动物,补给,动物,宠物
postal,邮政,风险,商务,事件
meager,缺乏,现存,动态平衡,多余
terrify,使恐怖,矿物,二十(个,一种食品(用肉和蔬菜作馅
commission,佣金,退休金,工钱,报酬
antibiotics,抗生素,白芍,泻药,软膏
ooze,软泥,味道,尖,沿着…而下
duplicate,复写,刻写,听写,划
itinerary,路线,陷阱,约束,长征
cultivate,培养,体操,试验,锻锤
charter,包租,出租,佃,包场
sculpt,雕刻,版刻,测绘,白描
crevice,缺口,窗口,洞穴,洞口
abbreviate,缩写,写,拍打,拍手
hinge,（门等）铰链,基本,精神,高地
eggshell,蛋壳,盖子,贝壳,器官
bleach,去色,纺织,编织,印刷
refinement,（言语、举止等的）文雅,雄,鄙陋,简朴
graduate,(大学)毕业生,寄宿生,新生,初学者
occupation,职业,工程,中保,核工程
track,轨道,规章,盛宴,规程
incentive,动机,风味,集邮,眼光
walnut,胡桃,扁桃,柿子,李子
revolutionize,大事改革,医药,患思乡病,扶手
shine,照耀,惊涛骇浪,冒烟,辐射
supremacy,至高无上的权力,旅行,垃圾,面
characterize,表现…的特色,较次,招待会,运输
residue,残余,半半拉拉,零落,光秃秃
court,法庭,监狱,法院,政府部门
plagiarism,剽窃,剥削,舞弊,侵吞
exploit,开采,测量,遥测,监测
malleable,可塑,正),购买东西,能
mobility,流动性,试验性,迫切性,伸缩性
impermeable,不可渗透,武器,是,可动
compound,化合物,金属,混合物,文物
migrate,移动,流动,外流,潮流
slope,斜坡,峨眉山,安第斯山,巫峡
endangered,有灭绝危险的,户外,结局,全世界的
mingling,混合,交叉,环绕,不胫而走
seismic,震,化学,根本,和
irrigate,灌溉,治理,开发,冬灌
various,各种,班子,结构,某种
cider,苹果酒,分离,措施,盆地
postgraduate,研究生,初学者,毕业生,新生
matchstick,火柴杆,许许多多,餐室,名词
ethically,在伦理上,出入口,指示,矿
lumber,木材,铁锈,乌木,铅
victorious,获胜,胜过,征服,不见
finesse,精密技巧,迟钝,眼尖,能干
coexist,同时存在,遗留,存在,留下
cipher,密码,句号,标志,调号
slander,诽谤,争议,嘲笑,丑化
automatic,无意识的,固执,毒化,眼尖
rigid,坚硬,短小,板结,柔软
atomic,原子,动物,原子核,生物
indented,锯齿状的,扁圆,四方,起伏
proclivity,倾向,同意,拥护,猜疑
kingdom,王国,邻国,共和国,独立国
fanatical,狂热,堵塞,瘫痪,疯狂
retool,将机械重新整备,对立,互通,通航
assumption,假设,凡是,因而,连
publicize,（公开）宣传,召回,召集,呼唤
universal,宇宙,星座,翅膀,星球
conclude,结束,毕业,用尽,闭会
graphics,（作单数用）制图法,正义,一段时间,稻子
talented,有天才的,使用者,葡萄,规划
haste,匆忙,发誓,如饥似渴,落实
embrace,拥抱,拔节,剥离,挽
ridge,脊,峨眉山,幽谷,蔚山
ascribe,把…归于,炸弹,平的,开动
admittedly,公认,鞭挞,狡赖,驳斥
broaden,变宽,改进,削弱,复苏
feeder,进料器,幻灯片,藏书室,无效
constrict,约束,妨碍,主宰,遏制
ruins,废墟,矿泉,毛毛雨,遗迹
laser,激光,光束,暗影,背影
subjected,服从,违例,违犯,违心
plumage,鸟类羽毛,修理,小提琴(手),她的
devote,投入于,饿死,逝世,病故
boom,急速发展,厌倦,恶作剧,成绩
organic,（化学）有机的,世人,影片,轮
lift,举起,端面,把酒,掐
wholesome,有益健康,有..味道,争论,(行政)部
undermine,渐渐破坏,公民权,红萝卜,四则运算
ultraviolet,紫外线的,雀,致敬,苦工
mimic,模仿,补习,镀金,旁听
lithosphere,岩石圈,(虫、鸟等)鸣声,向北,警察
tenderness,亲切,不必要,不痛不痒,震惊
cooperative,合作,面临,抱佛脚,做出
soloist,独奏者,善,脑力,咳嗽
dominate,支配,制约,遏制,封锁
waxy,苍白,褐色,棕色,黄褐色
alloy,使成合金,蹒跚,法令,地理书
doll,洋娃娃,扳不倒儿,警笛,鼻儿
tableware,餐具,磁盘,工具,光碟
caution,警告,调教,教训,警钟
advocate,主张者,仆人,候选人,奴隶
casual,非正式的,不顾,怎么,不堪
troublesome,讨厌,厌倦,爱恋,宠坏
bluff,悬崖,火焰山,安第斯山,巫峡
progressive,累进,加密,增值,增添
annoy,使恼怒,粉红色的,不然,裂开
regeneration,（灵魂）重生,衰败,更新,勃兴
distort,歪曲,拨乱反正,渎职,纠察
arduous,费力,第一流,百思不解,不怎么样
baboon,狒狒,猴子,猿猴,麋鹿
humility,谦卑,自豪,傲岸,冰冷
subsidy,补助金,罚金,赔偿金,盈亏
stimulant,刺激物,软膏,阿米巴,医药
flexible,变通,变幻,演变,变异
lyricist,抒情诗人,吸,见解,严谨
industrialization,工业化,软化,成为,表面化
external,外部,本色,一行,基石
aquarium,水族馆,前景,远景,背景
orchard,果园,菜地,马厩,温室
symbolism,符号论,见闻,无神论,民族主义
transfer,转学,留学,读报,仿效
bison,美洲或欧洲的野牛,事情(件),审视,有学问的
pedagogy,教育学,科目,高科技,医学
restraint,抑制,超越,限制,有利
trickle,滴,退出,内地(陆)的,粉红色
agenda,日程,班次,版次,名次
endanger,危害,便利,无害,预防
aesthetic,美学,科技,科研,课程
vital,极重要的,定型,板滞,无情
antedate,填早...的日期,分离,宠爱,意外地碰上
accommodating,乐于助人,(建筑物或房间的)分隔间,庄重,地方
spill,溢出,喷射,淹没,漂移
ultimatum,最后通牒,公文,案卷,档案
rank,等级,国务委员,前程,国务卿
capable,有能力的,液体,企图,…岁
scaffolding,脚手架,架,壁橱,被子
thatch,用茅草覆盖屋顶,骄傲,一些,平局
standing,身分,岗位,妖风,世界
fittingly,适当,麻烦,可身,白白
suited,适合,不切实际,适应,对称
latitude,纬度,标高,面积,频道
screen,屏幕,钢琴,布景,照相机
obligatory,强制性的,不行,手提,便利
deal,交易,对外贸易,财贸,外贸
vaporize,（使）蒸发,五(个,暴雨,给予(某人)荣誉
floodplain,涝原,改写,堆积,一段时间
satisfaction,满意,安详,遗憾,准备
scene,地点,欧洲,罗布泊,机场
militant,好战,内乱,化学战,登陆
graphite,石墨,粉笔,光笔,笔筒
bubble,气泡,大浪,泡沫,微波
harbor,海港,车站,中转站,军港
welfare,福利,不可逾越,支配,超过
short-range,近程,总额,旅程,数据
gospel,福音,正义,物理,病理
indent,切割成锯齿状,右,数百万,计算
resolution,分辨率,百儿八十,倍数,若干
careful,小心,顾虑,并重,关切
cabinetmaker,家具师,更坏(差)地,笑容,运用能力
fiber,纤维,狭窄,最低,身高
elicit,得出,争取,避孕,博得
talent,才能,笔底下,才华,智慧
idiom,方言,普通话,陈述句,语言
grand,显赫,无名,胜利者,暗无天日
arid,干旱,濡湿,新鲜,温暖
hatchery,孵卵所,大量,护士,染
immunity,免疫性,安全性,地区性,非盈利
confident,有信心的,认真,怀疑,赞成
analyze,分析,简介,析出,字斟句酌
aggravate,使恶化,懒惰,忍耐(力),深
utility,公用事业公司,(运动联赛的)联合会,行李,花
erupt,喷出,失去,发生,衍生
tally,记录,下载,手写,刻写
demonstrate,论证,来源,资源,财源
submerged,在水中的,陷落,漂流,奔流
quotation,引用语,灵敏,小心,考试
selection,选择,采光,采种,采样
prospect,前景,蜃景,幻影,状况
lasting,永恒,平稳,生动,无理
plainspoken,直言不讳,赘述,吞吐,低语
originate,发生,重现,爆发,散发
meteor,流星,把戏,魔术,太极拳
integral,构成整体所需的,命令,电报机,爱尔兰岛
potter,陶工,十分,枯燥,人们
masterpiece,杰作,课表,巨著,著作
precedent,先例,举例来说,热潮,规矩
resolve,解决,横扫,解渴,灭绝
journalism,新闻业,商业,本行,工程
libel,以文字损害名誉,狡辩,丑化,讥诮
elementary,基本,紧迫,无价,不得了
coordinated,协调,大规模,对称性,匀称
inclusive,包含,出现,突显,充满
imperative,必要,画蛇添足,熟知,其次
chagrin,懊恼,大发雷霆,生气,愤怒
horde,一大群,滚筒,(贴在公共场所的大型)招贴,天色
enormous,极大,中等,广大,身高
deny,否认,攻击,推翻,公认
primate,灵长目动物,古怪,塞满,接走
preservative,防腐剂,毒物,补药,有毒
proliferation,繁殖,野生,成人,生长
humiliate,羞辱,裂痕,纪念奖,成就
melodrama,音乐剧,独幕剧,梆子,腔调
indicative,指示,命令,禁令,决定
grab,攫取,偷窃,绑票,断路
vast,范围广的,建立,向…行贿,同盟
patrol,巡逻,射击,防空,国防
preserve,保护,保镖,照料,侍候
trench,沟,动物园,城楼,草地
perplex,难住,七分之一,北美野牛,船身
negligible,可忽略的,不必要,主导,必需
pretense,矫饰,保密,掩盖,隐瞒
ripe,成熟,发芽,吐穗,凋零
pound,磅,邮票,证券,外汇
adequate,足够,动态平衡,盈余,平衡
rendering,表现,表露,含水,带有
threateningly,胁迫,引入,勾引,强制
proprietor,所有者,学徒,支柱,房东
quarter,四分之一,环境,市民,编辑
assume,假定,由此可见,否则,不论
long-range,远程,遥远,隐约,清楚
perennial,（植物）多年生的,围墙,流域,痛苦
vague,含糊,识相,持久,粗心
appropriation,拨款,报帐,结帐,转帐
bestow,给与,寄予,使得,促使
