#word,meaning,option1,option2,option3
widespread,分布广的,麻烦,详细,和谐
dialect,地方话,陈述句,疑问句,中文
prominent,实起,隔开,旁白,为…辩护
kick,踢,政治家,(使)滑行,电报
tablet,碑,已经,课时,直到…为止
infant,婴儿,小伙子,大人,儿童
warn,警告,警钟,教训,播放
molecule,分子,使用者,读者,冗员
particle,粒子,把子,一点,核反应堆
tramp,流浪者,难民,逃亡者,俘虏
concert,音乐会,闭幕,扮演,歌唱
hammer,锤,刀口,纺锤,斧头
scholar,学者,制作者,政治家,生物学家
rotten,腐烂,生育,冻结,冷却
throw,抛,猜想,座,以…作答
diligent,勤勉,饱经风霜,持久,认真
length,长,身材,比例尺,厚度
heir,后嗣,叔叔,大娘,密友
radar,雷达,电报机,传真机,录音机
zebra,斑马,骏马,骖,驴子
shake,摇动,滚动,动弹,转动
residence,居住,断交,安身立命,露营
leading,指导,唤醒,演示,启发
active,积极,不辞辛苦,孩子气,仔细
origin,出身,前辈,同辈,选民
tendency,倾向,猜疑,爱戴,自信
capture,捕获,劳教,获释,囚禁
separation,分离,汇集,握别,会合
calculate,计算,照搬,演算,比量
lean,倾斜,蠕动,滑翔,倚靠
cucumber,黄瓜,豆子,芜菁,南瓜
fee,费,工钱,版税,退休金
soak,浸泡,陷落,溢出,淹没
summary,一览,俯视,回顾,面对面
drum,鼓状物,亲属关系,高的,轻信
barrel,枪管,纸制品,即,推测
manual,手册,光谱,信用卡,家谱
surrender,交出,相遇,令人讨厌的工作,单个
ink,墨水,学问,算术,多项式
classification,分类法,巫术,乘法,外用
punctual,准时,临时,经常,屡次
message,启示,指导,函授,授受
bill,招贴,皮带,丹方,呈文
release,释放,复审,开庭,拘捕
murder,谋杀,杀人,毒杀,杀戮
anger,怒,暴跳如雷,迁怒,动怒
potato,马铃薯,芹,白薯,大豆
compete,比赛,蝶泳,潜水,蛙泳
crawl,爬,增加,促进,夹入
additional,附加,升值,增长,缩短
stomach,胃,契约,日常,指针
speed,快行,进一步说/写,犯愁,大半
wipe,揩,(煮饭取暖用之)火炉,苦难,下降
sale,销售额,变量,度数,雨量
machine,机器,引擎,蒸汽机,马达
pronoun,代名词,(章节、段落等的)标题,心不在焉,禾本科植物
manly,男子气概,不修边幅,坚忍不拔,百折不挠
regulate,调整,调拨,调度,安排
unbearable,难堪,迷惑,彷徨,迷住
continue,继续,断电,断奶,开展
wish,想要,导演,掩埋,计数
fellow,伙伴,一起,私人,游伴
nature,大自然,星座,翅膀,星球
mouth,口腔,扳手,宝座,柄
dramatic,引人注目,非法,有用,含糊
primitive,粗糙,人造,自动,鄙陋
crude,简陋,滑溜,优雅,人造
normal,正常,特别,滑稽,神奇
prepare,准备,改装,格式化,筹措
hut,小屋,茅屋,廨,城楼
academic,学院,高中,初中,中学
clever,机敏,笨口拙舌,灵活,糊涂
exposure,曝光,冲洗,装扮,录音
height,高处,尾巴,金边,底部
headquarters,总部,学会,工会,基金会
material,物质,客人,博物,家伙
happiness,快乐,致敬,鞠躬,狂喜
saddle,鞍子,马蹄铁,皮鞭,轮子
forever,老是,一度,天天,一直
operation,手术,注射,扎针,按摩
awful,令人不愉快的,钩,小麦,产生于
dirt,污物,红宝石,文物,煤渣
lonely,孤独,仓促,萧条,寂寞
pollute,沾污,带动,感染,轰动
workshop,创作室,旁白,男(性)的,野的
effective,有影响的,独有,村民,讨厌
traditional,传统,习惯,葬礼,开幕式
hardship,艰难,不名一文,丰衣足食,失调
inquiry,询问,狡赖,介入,试探
listen,听从,背道而驰,违心,遵守
neutral,中立,端倪,笔法,立场
rod,棒,滚筒,针,洞窟
retreat,退却,推进,渐进,追逐
obvious,明显,隐约,暧昧,不法
growth,增长量,定额,复数,差额
suitable,适宜,白白,不便,不违农时
parallel,平行,笔挺,规则,曲折
vapour,汽,二氧化碳,毒气,废气
mutton,羊肉,火腿,香肠,烤鸭
straw,稻草,苔藓,薄荷,藜
toast,祝酒词,循环,醒来,价值观
professional,职业,核工程,事情,工程
conductor,指挥,主持,执掌,带领
physics,物理学,医学,高科技,科技
furious,狂暴,尊重,殷勤,大方
splash,飞溅,喷射,溢出,堆放
drama,一出戏剧,神话,寓言,散文
lid,囊盖,指甲,贝壳,扁骨
repeatedly,一再,预先,原先,从来
hint,建议,呼唤,呼叫,响应
certainty,必然,随后,不再,人寿保险
fatigue,疲劳,昂然,屏息,喘息
crust,面包皮,图书馆,粗心,准许...加入
exciting,令人兴奋,女神,嘘声,答应
desperate,拼死,不知不觉,单独,一起
clumsy,笨拙,睿智,卑怯,糊涂
jealous,猜疑,自信,可以,倾向
painful,使痛,党纲,接力赛跑,天国
opposite,对立物,原生质,整体,文物
wheat,小麦,棒子,菌类,冬小麦
splendid,壮丽,菲菲,娇媚,妖媚
occasion,场合,热线,市场,集成电路
ambition,野心,需求,欲望,食欲
metal,金属,鸡蛋,蛋,白金
royal,皇家,御,寄,个人
phenomenon,现象,远景,古迹,全景
worthless,无价值的,方便,手提,义务
derive,起源,标志,预兆,属于
twist,扭弯,针状物,汗衫,大堆
garage,加油站,学校,花店,有限公司
passive,消极,主动,巴结,半路出家
assure,向…保证,区域,不是,将(声音等)录下
nation,民族,合肥,巴比伦,汉城
artist,艺术家,郭沫若,制造者,工程师
site,地点,东欧,空白点,比绍
attraction,吸引力,笔力,劳动力,压力
remains,废墟,暴雨,喷泉,瀑布
brand,铭刻,追悼,忘记,记得
crash,碰撞,润滑,着,着陆
grammar,语法书,解决,此外,检验
elaborate,复杂,麻烦,紧紧,琐细
monument,纪念馆,速度,天文台,科学院
celebrate,歌颂,讥诮,违抗,拍案叫绝
ninth,第九,上下,少数,一半
portion,一分,在地图上标示出,对手,看到
prayer,祈祷,赶上,推进,祝福
tend,倾向,不以为然,半信半疑,疑心
upset,倾覆,解放,不用,争夺
instrument,仪器,木版,版,罗盘
keyboard,键盘,药瓶,碟子,圆盘
folk,亲属,姻亲,表亲,祖父
corporation,公司,奶牛场,书店,支店
mature,成熟,微笑,暗笑,吐穗
discourage,使泄气,辩护,帝国主义者,园艺(学)
raw,未加工的,纪念碑,下降,精神
sake,缘故,病根,缘起,论点
single,单一,麻烦,重叠,繁杂
patch,补钉,创立,侥幸,喷嚏
variety,变种,豆科,派别,省级
abnormal,变态,地理,平衡,式样
spit,吐唾沫,加糖于,格言,深奥
tunnel,地道,龙飞凤舞,莫须有,百读不厌
penetrate,穿入,曾经,职责,场面
dim,朦胧,透明,长途,不可磨灭
packet,小包,审讯,(横)梁,捕捉
orphan,孤儿,大肚子,财东,寡妇
include,包括,洋溢,占据,包藏
partner,搭挡,浴室,物质,卑劣
kilometer,千米,吨公里,盎司,撮
iron,烫,解释,导游书,隔开
coward,懦夫,牛仔,烈士,豪侠
general,将军,跑马,蛙泳,奥运会
density,密度,周长,标高,频道
insect,昆虫,鲍鱼,蟋蟀,甲虫
loaf,一条面包,归并,黄金,拙劣
experimental,实验,试验,期考,扶植
stiff,僵直,肥胖,骨头架子,平行
salute,行礼,冲突,鞠躬,下跪
check,制止,不可逾越,控制,制约
wage,开展,恶性循环,并举,断电
estimate,估计,猜谜儿,揣测,预测
recently,最近,至今,今晨,不日
delegation,代表团,乐队,生产队,协会
sleeve,袖子,袖口,围裙,口袋
throne,王位,位置,前程,世界
twice,两次,店铺,判断,放置
dialog,对话,诉说,多嘴,仗义执言
restrain,抑制,束缚,超越,制约
have,有,以引起特别注意),详述,唤醒
capital,资本,不义之财,财帛,不变资本
grandfather,外祖父,大人,奶奶,姥姥
host,东道主,游伴,宾客,同事
merchant,商人,樵夫,投资者,马夫
Marxisim,马克思主义,无神论,不可知论,民族主义
heal,治愈,痒痒,扭,遍体鳞伤
hardware,五金器具,限制,平的,说明
triangle,三角,形状,身材,形势
interpretation,解释,留言,注解,附笔
error,错误,笔误,勉强,不错
largely,大量,自豪,吝啬,红色
electrical,电的,银,(电或磁)场,人类(单数
mayor,市长,江泽民,邓小平,管理员
handle,柄,顶芽,花束,蒂
whitewash,粉刷,仿造,组装,制作
attack,攻击,干涉,公认,谴责
pump,用抽机抽,只...),按铃,教科书
Atlantic,大西洋,南海,海湾,波罗的海
sympathize,同感,滋味,知觉,恶心
concept,设想,深思,拿主意,觉得
lie,说谎,标榜,夸张,吹牛
energy,精力,畜力,力量,兵力
guarantee,担保物,制剂,篮,慢吞吞地
victim,牺牲者,当事人,幸存者,无辜
stack,堆积,排队,遍及,遍布
knot,结,执照,标志,筹码
bounce,跳起,乐意,几乎全部,操练
ruin,毁坏,撕毁,裂缝,断开
society,团体,新闻处,群体,常委
signal,发信号,快的,癖好,十一
zero,零,依靠,烧煮,保健
rifle,步枪,左轮手枪,常规武器,皮鞭
twin,孪生儿,两次,伤害,十字路口
contrary,相反,不妨,也,怎么
gulf,海湾,红海,北冰洋,大西洋
lucky,吉祥,顺利,发迹,互惠
disable,使无能,分离,逼迫,胸部
convey,传送,更换,感谢,酬答
terrific,可怕,无穷,可怜,不得人心
velvet,丝绒,桌布,绒,纨
advise,通知,忠告,报数,叮嘱
specimen,样品,物件,部件,备件
poison,毒害,破坏,帮凶,帮倒忙
theoretical,理论,笔战,雄辩,辩白
represent,象征,反映,预兆,所谓
mathematical,数学,高科技,科技,科研
pierce,穿入,发作,使沉默,奔跑的人或动物
naughty,顽皮,不甘心,自然,不羁
horsepower,马力,大小,畜力,大力
cook,烹调,加热,熬,氽
leap,跳,工作,旅行,刚过去的
cupboard,食橱,作用,不通风的,乐事
precaution,警惕,松弛,逼上梁山,好看
tire,疲劳,激发,生气勃勃,懒洋洋
pane,窗格玻璃,进行选举,傍晚,理由
decide,解决,克服,打消,过来
citizen,市民,居住者,华裔,华侨
presently,目前,现行,自古,有生以来
enemy,敌兵,当地人,目的,即刻
researcher,调查者,个别,无言,烧煮
moist,多雨,慢吞吞的,普通,战时
approach,向…靠近,每,国民,灵魂
corn,谷物,冬麦,大麦,孢子
education,教育,等同,(学校的)操场,陆军上尉
executive,执行者,劳动者,预言家,社会主义者
vision,视,供给,火药,巨大
parcel,邮包,卷曲,装入,捋
admission,允许进入,隔开,解释,译
logical,符合逻辑,抵制,帝国,在上方
harmful,有害,防止,超越,不利
hamburger,汉堡包,饽饽,拌面,寿面
comparison,比似,按铃,定居,愚弄
arrow,箭,靶子,暗箭,地雷
scientific,科学,百步穿杨,不着边际,笔误
natural,天然,现成,外来,标准
leather,皮革制品,开矿,结尾,制服
white,白色,蛮横,严厉,宽限
biscuit,软饼,促进,抱歉,外婆
continual,不断,原本,从来,每每
appropriate,适当,不宜,可身,不便
radish,小萝卜,香菜,南瓜,红萝卜
champion,冠军,典型,宝贝,乌合之众
announce,发表,在外,在内,处于
objection,反对,支持,忍受,控制
sensible,感觉得到,到极大程度,(尤指动植物的)系,白种
cause,事业,本行,公爵,总经理
financial,财政,财务,商务,不急之务
waggon,四轮运货马车,官员,比较,海豹
junior,晚辈,前辈,同辈,孩子气
favourite,特别受喜爱的,肥皂剧,超出,页
bough,树枝,红叶,常春藤,树叶
deck,舱面,螺旋桨,皮带,龙头
affair,事情,后勤,饭碗,核工程
adjective,形容词,座右铭,生词,例句
complain,控告,上诉,保佑,弹劾
fruitful,多产,一举两得,起来,动工
simplify,简化,情绪化,量变,年轻化
leader,首领,首相,邓小平,罗斯福
bulb,球状物,在..前面,稳定,热水瓶
unusual,不平常的,应用,后来,欺骗
settlement,殖民,中国人,汉人,美国人
position,职位,文职,议长,位置
tortoise,龟,沙丁鱼,金鱼,海龟
joyful,十分喜悦,欢腾,下跪,悲伤
announcer,宣告者,冰淇淋,服役,土生
dot,点,对角线,重点,伽马射线
prince,王子,东宫,贵族,公爵
gesture,姿势,病容,步子,觏
princess,公主,王子,贵族,公爵
soccer,英式足球,猎场,参考,保卫
productive,丰饶,动手,贫穷,毒打
income,收益,款项,消耗,现金
moreover,此外,不管,怎么,由此可见
complicated,复杂,麻烦,单一,紧紧
decent,正派,卑污,神圣,百无聊赖
smart,巧妙,优于,不错,百读不厌
onion,洋葱,盖菜,白菜,香菜
ox,牛,塑造,砝码,制服
sticky,粘性,创造性,针对性,建设性
impression,印,擦,(蚕)丝,现今
mental,精神,沉默,感慨,激昂
shrink,缩小,浓缩,增多,壮大
must,必然要,经营,当令期,爱好
regularly,有规律地,命令,(使)变热,危(损)害
reaction,反应,盛名,名望,速效
delicious,美味,实际,十分,甜美
route,路程,规程,间隔,波幅
clean,纯洁,忘恩负义,黄色,神圣
assist,援助,补助,安慰,慰问
efficiency,功效,用途,发酵,副作用
whisky,威士忌酒,奶油,白酒,鸡尾酒
arouse,引起,轰动,导致,致死
least,最少,极其,一定,秉承
pacific,和平,妖艳,按兵不动,发达
sauce,调味汁,使清楚,(使)接合,注意到
midst,当中,不费吹灰之力,深奥,上流
living,生活,野生,过去,弃世
tuck,塞,巧克力糖,熟练,哨子
stem,起源,证实,显得,预兆
available,通用,用于,用法,罄
fancy,设想,发现,熟思,酝酿
poverty,贫穷,失调,嗷嗷待哺,整齐
pronounce,发…的音,使干燥,介绍,放大
surprise,突然袭击,界限,益,野餐
outwards,向外,阻拦,运输,转播
transformation,改造,修建,动土,奠基
greet,问候,致函,你好,汇寄
shortly,简短,琐细,对称性,麻烦
crane,起重机,动力机,发电机,织布机
tower,塔,模范,起源,普通
saucer,茶托,把子,冰盖,扳手
character,特性,私利,上下,顺差
transport,运输,驳运,导航,搬运
model,模型,杠杆,墩子,案板
allow,允许,不容,协定,允诺
born,天生,大材小用,现成,就绪
revolution,革命,值得,不值,是否
finger,手指,巴掌,拇指,拳头
exclaim,呼喊,呼叫,吹口哨,呼唤
shield,防护物,购货,宫,外孙子
harvest,收割,打猎,捕鱼,施肥
aural,耳的,恶感,遥感,灵感
inform,通知,报喜,报晓,叮嘱
omit,省略,广泛,麻烦,单一
finding,发现,洞察,明了,难忘
meter,表,使丧失,五分之一(的),指挥
kneel,跪着,致敬,叩头,欢腾
republican,共和国的,肩,和…不同,背
drift,漂流,奔泻,降下,流动
protective,保护,侍候,照顾,保镖
vex,使烦恼,振奋,革命党人,辫子
stability,巩固,提前,延缓,安定
erect,建造,动土,改造,奠基
rake,耙,补种,备耕,耕
trumpet,喇叭,乐意,妙的,灯
uncertain,无常,转变,形成,恶性循环
inn,小旅店,照片,非常,加糖于
direct,直接,独独,顶风,间接
cabin,小屋,平房,宫殿,廨
community,社会,第三世界,人间,国家
saw,锯,还,官方,近似
discover,发现,熟悉,知悉,知道
circuit,电路,航程,当场,线路
appetite,欲望,要求,宿怨,食欲
radioactivity,放射性,盖然性,历史性,必要性
tomato,番茄,南瓜,黄瓜,红萝卜
neat,熟练,孩子气,不学无术,外行
careless,粗心,认真,郑重,草草
ray,辐射线,月光,灯光,热线
boundary,分界线,半边,底线,终点
soft,软的,向(在)西方,(使)平静,劣质
orbit,环绕,交叉,离开,相隔
chin,颏,喉结,扁桃体,声带
unknown,未知,偏爱,爱护,欣赏
wrap,捆,钱包,手提包,篑
inch,英寸,英亩,盎司,公厘
January,一月,十月,三月,五月
reliable,可靠,外来,不妥,不力
shower,淋浴,擦拭,冲洗,洗涤
correct,正确,初步,荒谬,规范
excite,引起,免疫,引人注意,使得
joint,关节,根本,江面,排队
attitude,态度,气色,神情,打扮
robber,强盗,海盗,绑匪,政治犯
descend,下倾,教堂,胆量,做买卖
arithmetic,算术,学问,才学,眼界
strengthen,加强,加紧,弱化,深化
tenant,佃户,观众,听众,读者
pollution,污染,感染,吸引,免疫
historical,历史,开端,病历,往事
marriage,婚礼,无礼,礼仪,洗礼
accent,口音,语音,音节,叮当
tank,坦克,叶子,主机,装甲车
telescope,望远镜,墨镜,板刷,镜子
connect,连接,往往,一直,动不动
pretend,假托,就是,不知不觉,不得不
microphone,话筒,喇叭,幻灯,电视
intense,紧张,抱歉,清爽,不愧
throng,群,死因,流传广的,懒散
ability,能力,竞争力,骗术,生产能力
hate,恨,头痛,爱憎,引咎
exhaust,使筋疲力尽,小冲突,污秽物(如灰尘,后果
join,参加,脱氧,缺席,退学
collect,收集,挑选,供职,招致
scale,天平,庹,标尺,标杆
toe,脚趾,脚踝,脚跟,爪子
county,英国的郡,掠过,困难,倒
example,例子,先例,案件,热潮
declare,声明,上述,叙述,记载
experience,经验,熬夜,度假,渡过
failure,失败,不力,陷落,崩溃
humorous,富于幽默,不是味儿,乏味,可笑
nerve,勇敢,浪荡,卑怯,刚直
rival,竞争者,(水果的)核、子,稀薄,浅的
ounce,盎司,短小,品脱,最高
composition,构成,切断,纠缠,通航
gasoline,汽油,焦油,煤油,石油
horror,战栗,跌倒,失足,栽跟头
sample,实例,举例,热潮,谋杀案
lamb,羔羊肉,省略,给..导游,新近
fluid,流体,液晶,标本,刚体
salary,薪金,津贴,赋税,工钱
tidy,整洁,幸福,松弛,凄惨
plain,清楚,知悉,挂念,查出
youthful,年轻,瘦弱,雌,雌雄
bow,蝴蝶结,项链,缰绳,扣子
mention,提及,诉苦,演说,闲话
corridor,通路,无线,主干线,有线
bucket,吊桶,盘子,马子,钵盂
handy,便于使用,提供,现实,月饼
roller,滚轴,棒,薄片,芯片
thread,头绪,定义,笔录,板眼
concentrate,浓缩,压缩,附加,收缩
agreement,协定,谈判,会谈,承诺
recite,背诵,博览,书写,小写
disclose,揭开,非议,引咎,保密
rouse,唤醒,指导,函授,启示
shelf,搁板,美德,场面,道德
expert,专家,舞蹈家,评论家,音乐家
suck,啜,烧硬,排队,调查
dangerous,危险,哀鸿遍野,危难,悠闲
revenge,替…报仇,平面图,最大,真正
equivalent,等量,捆扎,长度,做买卖
robot,自动机,循环使用,狡猾的人,印记
dismiss,解雇,就业,雇用,交接
confidence,信心,笔触,精神,哀思
yearly,一年一度,碑额,一度,度数
arise,由…引起,(小山)山腰,真理,使发烧
canteen,小卖部,奶牛场,书店,国宾馆
prior,优先,渐渐,临时,不只
lightning,闪电,投射,惊涛骇浪,冒烟
outward,外面,户外,对内,党内
reply,回答,不问,质问,标榜
mineral,矿物,煤渣,废气,白钨矿
vote,表决,定案,肯定,务实
arrangement,整理,格式化,改装,修饰
withdraw,撤退,俘虏,摧毁,虏获
desire,相望,东张西望,面对面,瞥
entertain,招待,看待,虐待,驱逐
pillar,柱,顶棚,华表,地板
interest,利息,暴利,红利,外资
extent,范围,妨碍,堵塞,促进
physician,医生,兽医,投手,裁判
tram,电车,计程车,船只,班车
layout,设计,大失所望,同谋,罢论
stir,拨动,动摇,影响,有关
waken,弄醒,(光、色等的)带、条,不乐意的,印
commercial,商业,电信,银行业,军政
cubic,立方形的,奶油,把…藏起来,连续
sprinkle,洒,塑料,起源,查禁
span,跨距,体温,波长,波幅
southeast,位于东南,引擎,使人惊奇,百万
magnet,磁体,标本,半流体,气体
plantation,种植园,园艺,花园,宝塔
preferable,更可取的,建议,信任,信心
anticipate,期望,向往,出乎预料,预计
lever,控制杆,忙碌的人,科,地震
funny,古怪,不三不四,可疑,机密
raid,袭击,阻击,轰炸,爆破
vine,葡萄树,贵重物品,隔开,高贵
regulation,规则,端正,平行,舌尖
data,资料,电报,文件,案卷
resist,抵抗,不可抗力,抵抗力,防守
sharp,敏锐,不到黄河心不死,糊涂,明智
expensive,昂贵,不痛不痒,廉价,主要
wing,翅,包皮,表皮,眼皮
ratio,比,折射率,速率,得票率
advantage,好处,短处,优点,私利
reflection,映象,做…的搭档,女人,网状系统
behave,表现,含水,重现,洋溢
within,在…里面,两者都不,盖,译
dip,浸,列为…的一部分,作出选择,获胜
quantity,分量,总数,短程,余数
stool,凳子,沙发,床铺,牙床
exclusively,专门,故意,痛快,全力以赴
charming,迷人,广博,短小,可恨
isolate,使隔离,圆(周),有学位者,预期
friendly,友好,不和,单一,熟悉
complaint,控告,庇佑,弹劾,揭发
carpet,毛毯,单子,棉被,毯子
airport,机场,基地,起点,最低点
commission,委员会,领事馆,情报局,军区
belt,带,背带,松紧带,桌子
rib,肋,关节,龙骨,头盖骨
cultivate,耕,开发,耕种,补种
darling,宠儿,孩子,媳妇,独生子女
lock,锁,母亲,高于,八十(个
settle,安放,衬里,安插,竖起
grape,葡萄藤,哀悼,调换,火
graduate,毕业生,高中生,大中学生,初学者
occupation,职业,核工程,中保,事情
track,轨道,盛宴,条例,规程
wreath,花冠,布帛,零头,料子
author,作者,翻译,护士,媒体
maintain,赡养,遵循,抱养,抚养
court,法院,法庭,监狱,公安局
clothe,给…穿衣服,门,笔记本电脑,丝织品
painter,绘画者,园丁,劳工,铁匠
exploit,开拓,耕作,冬灌,灌溉
dry,干的,滑稽,有意思,特别
delete,删除,订正,修订,修改
compound,化合物,猎物,有机体,原生质
slope,倾斜,依偎,倚靠,滑翔
worthy,值得,须要,暴动,不值
Britain,不列颠,中华人民共和国,成员国,最惠国
box,打拳,游泳,罚球,潜水
common,普通,别具一格,不离儿,高级
various,各种各样,层层,微不足道,繁杂
similar,相似,似乎,不等,八九不离十
lumber,木料,石头,铅,木制
victorious,胜利,胜过,征服,覆没
viewpoint,见解,主意,风味,想法
automatic,自动,年迈,人造,精密
rigid,刚硬,叫,历史书,草
atomic,原子,动物,电子,离子
kingdom,领域,材积,双边,系统
sum,共计,驾车,驾驭,骑马
torture,拷打,定罪,刖,究办
demand,询问,探路,公认,否认
universal,普遍,麻烦,富于,对称性
conclude,结束,罢了,开战,下班
thrill,一阵激动,算术,发式,每
maths,数学,课程,高科技,科学
haste,急速,速成,不翼而飞,疾驰
embrace,包括,包藏,洋溢,含水
father-in-law,公公,老伴儿,泰山,阿姨
solid,固体,半导体,有机体,刚体
ridge,岭,岸边,高山,三角洲
seaman,海员,刨工,舵手,锻工
vanity,虚荣心,哀思,隐私,笔触
describe,描写,上述,记载,志
laser,激光,暗影,光束,灯光
cotton,棉线,平底锅,线,顶针
force,力,本能,骗术,生产能力
official,官方,不法,不可告人,明了
devote,将…奉献,闭会,完毕,罢手
organic,器官,肾脏,肝脏,盖子
practise,训练,补习,教学,备课
favourable,赞成,认真,容忍,半信半疑
brake,制动,约束,不可逾越,决定
sufficiently,足够,抽出,节省,动态平衡
alloy,成色,师范,指标,表率
reference,参考,定量分析,说明,解析
command,控制,超过,约束,不可逾越
casual,随便,不堪,尽管,无论如何
troublesome,麻烦,打扰,请问,久违
local,局部,荒无人烟,个别,旺盛
progressive,进步,渐进,殿后,向下
annoy,打搅,久违,对不住,劳动
soap,肥皂,篦子,拖把,毛巾
pessimistic,厌世,爱憎,博爱,抱恨
flexible,易弯曲的,气味,白昼,(旅程的)一段
mould,浇铸,锻压,拔丝,镀
external,外部,编队,排队,江面
transfer,转移,变频,驱散,交替
restraint,抑制,不可逾越,控制,束缚
vital,有生命力,优点,(美)便餐,发烧
spill,使溢出,热病,嚼烟,稍微
pleasant,令人愉快,打算,同谋,不平则鸣
rank,排,百分比,入学率,支持率
observation,注意,担心,谅解,原谅
capable,有能力的,叉,冷淡,水
border,边界,边线,跨国,属地
increasingly,日益,尽快,临时,只有
worse,更坏,两个(人或物),参加比赛,森林
screen,掩蔽,避嫌,寻觅,避暑
term,期,离开,彻底,问世
premier,总理,执法,执掌,指挥
fate,命运,悲欢离合,幸运,逆境
deal,买卖,包租,出租,包销
satisfaction,赔偿,抵押,收费,索赔
scene,道具,录音带,光碟,唱片
bubble,泡,会不会,不是,在流传
welfare,幸福,紧张,大喜,安好
radium,镭,栅栏,在明天,正面
extreme,尽头,顶峰,极了,底线
resolution,坚决,百折不挠,薄弱,规矩
exactly,恰恰正是,和蔼,十八个,骄傲自满
careful,仔细,节省,拖拉,粗心
preposition,前置词,例句,语言,华语
grocer,杂货商,法庭,(群众性)运动,口头
talent,人才,样子,觏,病容
hare,野兔,野猫,兔子,巴儿狗
lump,团,介绍,轨道,格外
effort,努力的成果,相等,雌性动物,搁
technology,技术,本领,笔墨,绝技
pea,豌豆属植物,利润,输送,由
idiom,习语,名词,动词,关键词
offend,犯过错,变成,摸,日落
grand,宏伟,不在话下,深厚,薄弱
stocking,长袜,女装,介意,岩石
necessarily,必然,到底,不再,人寿保险
anxiety,渴望,展望,出乎预料,要求
envy,妒忌,不服,猜疑,信仰
information,消息,奇闻,现状,危亡
confident,确信的,左面,冲锋,条文
breadth,幅面,尺寸,厚度,海拔
utility,实用,罄,用法,用以
fulfil,履行,渐进,吸毒,普及
habitual,习惯性的,可以,空前,特定
transportation,客运,舰载,海运,流放
demonstrate,表露,涌现,容纳,带有
mission,使团,工会,生产队,商会
yell,叫喊,呼唤,狂吠,呼叫
quotation,引用,标号,留言,说明
pie,馅饼,炸糕,西点,糖果
skillful,灵巧,本本主义,八面玲珑,糊涂
selection,精选物,幸运,心(脏),大规模的扩大
prospect,前景,古迹,山水,幻影
masterpiece,杰作,创作,表格,时间表
comfort,安慰,游说,慰问,帮忙
resolve,决心,焦急,徘徊,如饥似渴
despair,绝望,多于,一半,通通
lane,跑道,南京路,铁路,大街小巷
elementary,基本,开玩笑,昂贵,低廉
heap,大量,大方,不咎既往,傲岸
eyesight,视力,财力,畜力,鼎立
enormous,巨大,牢固,轻微,不在话下
hurry,赶紧,统统,临时,渐渐
deny,拒绝相信,破的,用指触摸,报告
publication,出版,勘探,测量,勘察
curl,螺旋,文具,家伙,磁带
vast,巨大,不在话下,牢固,美好
preserve,腌渍,莫明其妙,读物,鸣礼炮
humour,幽默感,滋味,酸痛,视觉
million,许多,壁立,半圆,四方
wealthy,富的,不名一文,驳杂,俨然
remain,剩下,足够,亏损,现存
depend,相信,认真,爱戴,疑心
ripe,时机成熟,直到…为止,(指人)离别,变化
pound,捣碎,鞭挞,动手,艰苦
sightseeing,观光,猜谜儿,探险,打牌
adequate,足够,抽出,节省,现存
nineteen,十九,路程,连接,打印机
intend,意指,终于,巨大,不同意
meanwhile,同时,就是,不仅,对准
never,不,逗人发笑,蜜蜂,牢固
reading,读书,镀金,读报,模仿
reproach,责备,引咎,揭发,批评
quarter,一刻钟,这次,小时,更
assume,承担,包干,包揽,自负
vague,模糊,违禁,失误,出没
underline,划线于…之下,携带,赤黄色,(动物)冬眠
degree,度,同事,书评作者,使困惑
relative,有关系的,吞,(存)在,站
mask,掩饰,揭发,隐瞒,保密
academy,私立中学,无价值的,进步,(滑)冰鞋
sweep,扫过,工作者,小羊,规定饮食
lawn,草场,殡仪馆,磁场,股市
cathedral,总教堂,四(个,外表,在那儿
companion,同伴,游伴,对方,陌生人
identify,鉴定,分别,判明,可比
vehicle,车辆,自行车,火车,艾绒
banner,横幅,基准,师范,程度
equation,等式,衩,中式,装饰
female,雌性的动物,赞美的话,听力,轻触
transform,变换,变频,变价,交换
flag,旗舰旗,难事,建立,擦
distinction,区分,比较,辨认,识货
director,导演,服装,编剧,指挥
zone,范围,封锁,杜绝,寄予
sketch,概略,大纲,言语,中心
restriction,约束,兴奋,制裁,不可逾越
sparrow,麻雀,纸牌,骰子,巡航导弹
glorious,光荣,暗无天日,刚健,不朽
coffee,咖啡,汽水,饮料,刨冰
intention,目的,古典,定律,原理
removal,除掉,克服,洗刷,消灭
employment,雇用,免职,贬谪,就业
raise,提高,加重,软化,衰弱
occur,出现,含水,呈现,重现
volleyball,排球,球拍,擦边球,篮板球
niece,侄女,女婿,孙女,赘婿
consult,请教,麻烦,再见,请问
legend,传说,遗传,传输,流行
outlet,出口,打电话,咕噜,通信
monthly,每月,下旬,十一月,斋月
frontier,新领域,(尤指)圣诞颂歌,最重要的,思考者
ought,应当,不必,犯得着,不许
tolerance,公差,武官,议员,督抚
enthusiasm,热忱,殷勤,野蛮,自豪
resume,重新开始,祈祷,缺乏,蔬菜
competent,有能力的,牢固,睡着(用作表语),猜测
daring,大胆,糊涂,脆弱,刚强
overall,全面,抽象,正确,严密
temple,庙宇,宿舍,牌楼,白宫
hungry,饥饿,口渴,打喷嚏,冬眠
stripe,条纹,皱纹,行踪,波纹
chapter,篇,洋葱,特性,非常
