#word,meaning,option1,option2,option3
seedling,秧苗,豆苗,花托,柄
confront,面对,面向,朝向,面临
pamphlet,小册子,操典,年鉴,百科全书
microbe,微生物,哺乳动物,物品,宠物
parallel,与…平行,剧场,发喷嚏声,感受
inflate,使膨胀,四则运算,减小,岩石
endurance,忍耐（力）,重量,幸运,能源
dent,缺口,海口,售票口,隘口
professional,专业,原本,课余,本职
hustle,拥挤喧嚷,可能(性),摇摆,情欲
pleasing,合意,不是味儿,狂喜,下跪
conductor,导体,刚体,有机体,酸
educable,可教育的,解答(谜等),欢乐,试图
amid,在…中,十四,暗号,不久前
courtship,求爱,回忆,渴望,要求
notoriously,声名狼藉,不朽,腐败,胜利者
eclipse,遮蔽,覆盖,挺,赤裸裸
furious,狂暴,可敬,宾至如归,稳健
inhibit,阻止,麻烦,激怒,缠绕
splash,溅,情愿,故事,热切
syrup,糖浆,水泡,大浪,泡沫
drama,戏剧,京戏,催眠曲,舞剧
persuasive,有说服力,物质,厌烦,给予帮助
hint,提示,函授,演示,装扮
insistence,坚持,怀抱,臆测,觉得
fume,烟,氢气,氧气,空气
cyclone,旋风,顶风,暴风骤雨,阵风
considerably,相当,比较,多少,过于
alien,相异,压弯,痕迹,不真实的
fatigue,疲乏,昂然,喘息,激发
crust,硬外皮,失灵,虽然,舱门
exciting,令人兴奋,推进,施加,范围
oust,驱逐,收养,待遇,待遇
desperate,拼死,联名,无意识,单独
clumsy,愚笨,不避艰险,便宜行事,糊涂
reiterate,重申,休会,恶性循环,连续
opposite,相反,朝着,千万,也
convex,凸出,平坦,秃,凹陷
ambition,雄心,幻想,王牌,恶梦
arena,竞技场,殡仪馆,股市,磁场
carat,（宝石重量单位）克拉,卡通片,集合体,处
derive,得到,夺得,以免,荣获
refreshing,提神,范围,妨碍,促进
parasite,寄生虫,阿米巴,步行虫,蜗牛
seamen,海员,锻工,包身工,舵手
wring,扭,栋,袭,把子
twist,扭曲,转身,刺激,运作
passive,被动,用功,饱经风霜,懂行
assure,确保,有时候,忽然,人寿保险
victor,胜利者,不见经传,吃不开,荣耀
dramatize,改编成戏剧,一团,吸烟室,发展
catching,传染,挑起,抓住,带动
dismembered,肢解,披,涂抹,卸下
frustrating,令人沮丧胆,望远镜,钻孔,软弱
forge,铸造,镀,拔丝,锻压
radically,根本上,使混淆,(节日或大事件发生的）前夕,好奇
attraction,吸引,使得,引起,引人注意
alternately,交替,亲手,步步,一直
coalesce,联合,无意识,亲手,就是
anarchist,无政府主义者,隐瞒,露面,服务
sunflower,向日葵,蓖麻,花生,白苏
diversify,使多样化,比赛,舌头,有价值的
crash,撞碎,刺激,不期而遇,接触
nonfiction,非小说的散文文学,正文,其时,溺爱
elaborate,精细,雌雄,半自动,雌
monument,纪念碑,铭,白金汉宫,宫殿
exceptionally,特殊,唯一,前所未有,不拘一格
celebrate,表扬,罚款,授勋,开除
portion,部分,少数,大多数,对偶
nutrient,营养物,格言,不健康的,脂肪
confederacy,联盟,拜把子,集团,搭伴
upset,扰乱,困扰,缠绕,阻止
instrument,乐器,网球,棒球,板羽球
keyboard,键盘,簋,杯子,花瓶
accompanying,陪伴,会面,拥护,送行
pedagogic,教育学的,生气,化学制品,白垩
zigzag,锯齿状的,重复利用(用过的物资),准备,裹
ion,离子,原子核,电子,原子
chaste,贞洁,妖艳,清廉,鄙俗
discourage,使气馁,健康,动身,西方(部)的
mandate,命令,宣布,责成,动员
spectra,光谱,表册,名单,卡片
briskness,敏捷,暮,半夜三更,高效率
sake,缘故,缘起,主页,对象
patch,片,跟踪,衣服的腰部,邻近地
variety,变化,变幻,变脸,循环
corrosive,腐蚀,剥蚀,蛊惑,复仇
abnormal,反常,滑稽,正常,特别
philharmonic,交响乐团,学会,乐队,商队
tunnel,隧道,铁路,胡同,路
fluorescent,荧光,白热,背影,光束
penetrate,穿透,打开,倾倒,刺
palatable,美味,十分,真正,名副其实
nonviolence,非暴力,握力,抵抗力,一臂之力
antibiotic,抗菌,属性,农村,主人
dim,暗淡,黑暗,渺茫,清楚
shellfish,贝,迟于,快乐,(使)生根
irrevocable,不能取消,(兽的)软毛,吸收(取),海洋
overcharge,索价过高,情愿,笑,作用
pollen,花粉,顶芽,豆苗,秧苗
regenerate,使再生,起来,衰败,败落
dismember,肢解,糊,绕,松开
devastation,毁坏,陨落,爆裂,打破
variability,可变性,决定性,历史性,独立性
administer,管理,经营,经管,国立
posture,姿势,觏,步子,病容
prototypical,原型,假期,挽救,刺探
clinic,门诊所,靶场,采石场,引力场
density,密度,标高,频道,周长
heavenly,天空,太空,对面,周围
excitement,激动,感染,有关,动摇
canopy,天篷,陶器厂,末端,存留
stiff,硬的,憔悴,肥硕,弯曲
periphery,外围,户外,体内,对内
check,支票,邮票,股票,证券
balanced,平稳,勃勃,衰败,按兵不动
estimate,估计,猜谜儿,预期,臆测
affinity,紧密关系,震,结尾,吊着
reverently,虔诚,缓和,粗暴,和蔼
accordion,手风琴,银幕,长笛,屏幕
suburbanite,郊区居民,教育,喷射,洞穴
refrigerate,使冷却,储存,保存,绣花
restrain,克制,惋惜,约束,不惜
patent,取得…的专利权,动身,放大,信徒
shinglen,小招牌(尤指医生或律师挂的营业招牌),怒吼,优势,方法
synthesizer,合成器,消防栓,警报器,轨枕
genesis,起源,附属,反映,说明
uniqueness,独特,别具一格,独一无二,拔尖儿
conformity,一致,同屋,附属,属于
roe,鱼卵,单独,十几个,小提琴(手)
merchant,商人,客人,马夫,樵夫
informed,受过教育,成熟,孩子气,能干
fogged,有灰雾的,(下巴上的)胡须,使下决心,战争
flagella,鞭节,头发,发辫,假发
detriment,伤害,不可逾越,无害,不利
fitness,健康,滑稽,特别,风趣
antiquity,古迹,远景,全景,蜃景
heal,康复,复活,痒痒,出院
bush,矮树丛,东西,瘸的,行动
eyewitness,目击者,调解人,发言人,审判长
hardware,五金器具,商品,备件,杂货
coverage,覆盖,突出,笼罩,赤裸裸
interpretation,解释,援引,参考,摘要
error,做错,校订者,在任何地方都不,公布
largely,大量,革命,鄙吝,不在乎
fossilize,使成化石,杆,灯,荒谬
pique,激起,范围,寄予,强加
canyon,峡谷,冈山,釜山,昆仑山
paddler,划独木舟者,崇拜,捐献物,消失
boastful,吹嘘,撒谎,吹牛,遮掩
clergy,牧师,阿波罗,教皇,修女
postwar,战后,机会,为时,转机
insurmountable,不能克服,不管怎样,吸烟,保姆
pioneering,开创性的,灰末,节日,谋杀
pump,（用泵）抽,思维,紧张不安,了不起的
sympathize,同情,宽容,关注,舍得
hands-on,亲手抓的,乡村,盘),称赞
concept,概念,意义,板眼,笔录
contiguous,接近,一般,南辕北辙,俨然
guarantee,保证,人寿保险,也许,定准
stack,堆积,排队,开列,列为
bounce,（使）反跳,戏弄,拨号,指
ruin,破坏,剥落,倾倒,断开
rattle,格格声,呆笨,街区(四条街中间的区域),中小学班主任
voter,投票者,农奴,仆人,拥护者
slime,黏液,鼻涕,痰,眼泪
rifle,来复枪,盒子,常规武器,铳
facelift,改建,建筑,奠基,动土
contrary,相反,还,怎么,也
gulf,海湾,太平洋,东海,河流
provocative,挑拨,破坏,帮倒忙,帮凶
graphic,绘画似的,使发光,高,火灾
proprietorship,所有权,领导权,任务,强权
eccentricity,反常,可疑,怪僻,正常
rite,仪式,葬礼,新教,婚礼
terrific,极好,抢劫,不受尊重的人,劳资协议
specimen,标本,液体,刚体,固体
knapsack,(士兵或徒步旅行者用的帆布或皮制的)背包,改革,然而,发光
urbanite,都市人,居民,华人,同胞
innumerable,无数,扁圆,半点,陡峭
amnesia,健忘症,(不论性别的)一个人,收获　,毒药
theoretical,理论上的,牧场主,手术,以便
hazel,榛树,打孔,管理人,欺骗
expanding,扩大,推广,暴涨,蔓延
represent,描绘,宣示,记载,表示
abrupt,突然,不再,毫不,有时候
countless,无数,少数,拱形,不乏
pierce,穿透,触摸,戳,倾倒
vulnerable,易受攻击,友好关系,浅滩,耽搁
compensatory,补偿性的,供给,内部,不停的(地)
succumb,屈服,巴结,打伤,说服
expressive,生动,活动,沉重,平板
leap,跳跃,践踏,疾驰,奔腾
cupboard,食橱,笨蛋,可以折叠,而
cumbersome,笨重,尖锐,牢固,灵巧
precaution,预防措施,全心全意,松弛,好看
obstruct,妨碍,束缚,鼓舞,拔苗助长
supervisor,主管,指挥,带领,放假
subversive,颠覆性的,解除,独有,灰末
shining,发亮,呜咽,燃烧,折射
pane,窗格玻璃,疲劳,液体,永远
pumpkin,南瓜,豆类,西红柿,黄瓜
brownish,成褐色的,经营,接到,向后
overbalance,失去平衡,坚决主张,两星期,庆祝会
entertainment,娱乐,欣赏,旅游,猜拳
moist,潮湿,独创性,凉爽,破旧
approach,接近,一般,差不多,不啻
corn,玉米,大麦,芑,麦子
sloping,倾斜,滑翔,倚靠,蠕动
saga,英雄传奇,户外,全部,愿望
bellows,风箱,烟灰缸,箱子,信箱
barren,贫瘠,荒芜,旺盛,稠密
education,教育,不陡,(仪表等的)读数,众所周知
eradicate,根除,解渴,克服,解除
vapor,水汽,氮气,阿摩尼亚,毒气
gilding,贴金箔,阅读,读报,模拟
epidemic,传染病,肺炎,多发病,病灶
adorn,装饰,酿造,仿造,组装
executive,行政,财务,财经,公务
outdated,过时,破旧,优美,新型
vision,视觉,味道,遥感,酸痛
cellist,大提琴家,猜迷,眩晕,店主
protruding,突出,露出,陷落,遮掩
rejection,拒绝,承诺,容许,回绝
logical,合乎逻辑,勉强,不合理,笔误
harmful,伤害,不可逾越,无害,跨越
imprint,压印,知悉,记得,忘记
portray,描述,记载,上述,详述
hamburger,汉堡包,饽饽,拌面,饼子
weaverbird,织巢鸟之一种,原谅,杂志,总数
ledge,暗礁,冰洲石,白云石,冰晶石
appropriate,拨款,记帐,结帐,转帐
coalescence,合并,团圆,未婚,三位一体
encompass,包括,有价值,包含,表露
champion,支持,位于,保温,处于
announce,宣布,垄断,总动员,集合
objection,反对,克服,支持,同意
unsophisticated,不懂事故,截然,光是,乃至
sensible,可感觉到,官方,不露声色,非法
cause,原因,受事,靶子,后果
obligated,有义务的,发现,解决,场所
penalty,处罚,罚款,开除,表彰
susceptible,敏感,八面玲珑,愚笨,不敢越雷池一步
compulsory,必须做的,使用者,牙齿,总计
epoch,新纪元,中世纪,现代,王朝
financial,财政,商务,风波,财经
anecdotal,轶闻,键,银色,还
metabolism,新陈代谢,改编,切换,转向
deck,一副（纸牌）,前者,塑料(制品),塑料(制)的
lull,使平静,迟,毁坏,进一步的
meteorologist,气象学者,诞生地,使中毒,产物
rubbery,橡胶似的,对,猪肉,服务台
gymnastic,体操,锻炼,扶植,考验
complain,抱怨,向往,自尊,抱恨
fruitful,硕果累累,初步,损失,占便宜
satiric,讽刺,争论,非议,笑话
frugal,节约,抽出,浪费,足够
symbology,象征学,浓的,费用,支持者
ensemble,合唱曲,东方,抱怨,自始至终
makeup,补考,发出,上学,实习
aria,独唱曲,变奏,调频,灰尘
bulb,球茎,蕻,常春藤,藤蔓
replicate,复制,闭门造车,制片,培修
proponent,支持者,候选人,抗议者,侍女
sentimentalism,感情主意,班门弄斧,虚张声势,摆架子
culinary,厨房,更衣室,厕所,暗室
announcer,报幕员,制片人,工匠,干事
nomadic,游牧,饲养,钓鱼,培养
oversight,疏忽,裁判,点名,蹲点
dot,星罗棋布于,格言,相当,规则
flint,打火石,多的,一大批,(医生等的)意见
infusion,注入,日出,入境,进入
haphazard,偶然,容许,担保,大体
analogy,类此物,选举,闲谈,触摸
crustacean,甲壳动物,电子,生物,农作物
distinctly,清楚,精通,熟悉,记住
magician,魔术师,巫婆,无产阶级,劳动者
chubby,丰满,短小,可怕,动人
profile,剖面,顶角,介面,补角
complicated,费解,整齐,深奥,隐晦
rinse,用清水冲洗,联系,使烦恼,秘密
decent,得体,不违农时,便当,不便
parapsychology,超心理学,虚伪,使人十分惊奇的,背叛
smart,巧妙,百读不厌,理想,捕风捉影
exhilarate,使人兴奋,责任,缺点,干(旱)的
specialized,专业,国产,外来,业余
psychology,心理,精神,生产能力,智能
theme,主题,布局,话题,课题
flux,变迁,变质,一再,变幻
reclaim,开垦,冬灌,耕作,开发
suspender,吊裤带,讲台,钥匙,弯曲
sticky,粘的,建设性,高性能,边缘
accompaniment,伴奏,笑声,楼下,亲自
veneration,尊敬,痛恨,抱屈,自尊
tournament,比赛,潜水,对局,将军
penchant,爱好,心爱,理会,相识
conventionally,按照惯例,预知,花瓶,相等
hamper,妨碍,堵塞,强加,范围
majesty,威严,神经过敏,悲惨,哀鸿遍野
resolute,坚决,百折不挠,胆小,精明
corps,军团,年级,班组,车间
shrink,收缩,延长,浸透,浓缩
innate,先天,非正式,国产,把稳
fixture,固定设备,错的,更少的(地),舞台
symptom,症状,预兆,迹象,下落
discourse,讲道,诉苦,闲话,列举
projecting,突出,悬,赤裸裸,曝露
delicious,美味,十分,实弹,实在
heroism,英雄品质,安分,聪明,百炼成钢
deficiency,不足,亏损,现存,动态平衡
pulp,果肉,荚,种子,颖
trivial,微不足道,辅助,必要,熟知
hygiene,卫生,庄严,蓬松,神经过敏
demagnetize,消磁,简化,多极化,更改
convinced,确信,信仰,半信半疑,倾倒
instinctively,凭直觉地,令人满意,用指触摸,地震
assist,援助,安慰,慰问,捐助
efficiency,效率,多年,兵贵神速,迟缓
sensational,极好,莫须有,高明,龙飞凤舞
arouse,唤醒,演示,辅导,指导
philology,语言学,高科技,医学,科研
choreographer,舞蹈指导,事实,祖母,拉紧
milieu,环境,空气,梦境,生态
flashy,浮华,文明,简朴,优雅
intersection,十字路口,渡口,隘口,售票口
decomposition,腐烂,冻结,生产,溶解
pollutant,污染物质,珍视,捕鱼,大衣
cavern,大山洞,发音方法,驱逐,接来
concerto,协奏曲,戏剧,催眠曲,插曲
textured,手摸时有感觉的,直尺,主席,荒谬
prolong,拖长,收缩,缩小,浓缩
stem,植物的茎,海边(的),小姐,羞耻
available,可利用的,信奉,工艺,使产生(情感、想法等)
diversification,多样化,最大化,工业化,情绪化
fancy,新奇,例行,不三不四,天晓得
poverty,贫困,捣碎,打击,失调
calculation,计算,度量衡,操作,演算
abide,忍受,承受,多么,秉承
distinctively,特殊,别出心裁,恶劣,不简单
mirage,幻想,联想,感动,构想
attendance,出席,退学,缺席,脱氧
narrator,讲述者,叉,非常,环绕物
transformation,变形,调换,转向,转换
coffeepot,咖啡壶,便壶,茶匙,调羹
predecessor,前辈,众议员,监护人,同辈
tower,塔,危房,茅舍,宿舍
saucer,茶碟,圆盘,簋,花瓶
aggravating,恼人,动人,可怕,广博
propery,财产,代价,比价,家事
propagate,繁殖,野生,产卵,生存
character,角色,本人,人群,群体
roam,漫游,消遣,打牌,猜谜儿
urgency,紧急情况,鼓励,名称,要求
minimalist,最低限要求者,划分,钩,日光
exhausted,精疲力尽,昂然,喘息,激发
revolution,革命,是否,值得,暴动
exclaim,呼喊,狂吠,发声,呼叫
shield,盾,口头,秘密,有形
harvest,收获,避讳,应得,争取
tolerant,容忍,不依,倾向,不由得
omit,忽略,鞭长莫及,疑惑,入迷
industrialized,工业化的,指示,世人,问候
sun-bronzed,被太阳晒成古铜色的,要求,不怕,给予
dampen,使潮湿,邻近,什么样的,增加
proliferate,繁殖,出生,产卵,成人
rayon,人造丝,纨,练,缎子
drift,（使）漂流,拒受…的影响,掩护物,成功者
parameter,参数,流量,次数,定量
pronghorn,(墨西哥和美国西部产的)叉角羚,监狱(禁),把…浸入,砂糖结晶
hospitable,好客,恭顺,自豪,索然
stability,稳定性,蒸蒸日上,淫猥,不安
commentary,注释,介绍,简介,解释
exemption,解除,解渴,克服,洗刷
competence,能力,生产能力,眼光,听力
erect,建立,定都,立法,指定
staple,主要产品,肯帮助的,稳的,燃烧
trumpet,喇叭,一眼,电影(业),一(旦)…就…
surmount,登上,到来,降临,登月
legacy,遗产,物价,地产,产业
anthem,圣歌,史诗,口号,十四行诗
authorize,授权,拜托,不情之请,委托
intrepid,勇敢,坚决,不修边幅,薄弱
cabin,船舱,龙头,舵,舱
community,(生物)群落,资料,手柄,高度
repute,名声,众望,盛名,反响
banker,银行家,技术员,制作者,徐悲鸿
circuit,电路,有线,路线,电话线
tread,行走,站住,握手,奔走
shrub,灌木,芭蕉,月桂树,冬青
hornbill,犀鸟,雕,野禽,鹧鸪
appetite,胃口,读数,流量,标量
compliment,恭维,趋奉,庇荫,屈服
neat,整齐,污染,丰衣足食,蓬松
synthesize,综合,科研,类比,总结
crystalline,水晶,蛋白质,丁烷,泻盐
perpendicular,垂直,短粗,憔悴,弯曲
careless,粗心,识相,负责,浪费
ray,光线,热线,月光,白热
boundary,分界线,底线,界限,界限
viscous,粘滞,权威性,高性能,建设性
enduring,持久,断断续续,仔细,用功
orbit,绕…轨道而行,荒凉,马,折磨
absenteeism,旷工,办到,动手,拔秧
exploitation,开发,缴纳,补税,付款
assuredly,确实,莫如,实际上,左右
wrap,捆,手提包,笆斗,簸箕
reliable,可靠,外来,大材小用,原始
nonrelevant,非关联的,成长,绅士,目标
excite,刺激,堵塞,有助于,施加
dogged,顽强,坚决,安分,大无畏
morale,士气,勇气,天才,度量
viral,病毒,病菌,肉体,酵母
garb,服装,长袍,斗篷,西装
itinerant,巡回,并举,变通,反复
respiratory,呼吸,呼,舔,抽烟
tapestry,织锦,纨,哔叽,练
monopolize,独占,失控,集合,督导
microcosm,微观世界,北面,面积,教区
gymnastics,体操,锻炼,考验,培育
descend,传下,中继,流行,谣传
arithmetic,算数,预约,迎接,实践
pathway,路,栏杆,扶手,楼梯
constricted,抑制,跨越,决定,束缚
strengthen,加强,加剧,安定,缓和
presidency,总统职位,不,在…以下,湿的
tenant,承租人,老板,国王,暴君
pollution,污染,感染,引起,免疫
ascend,（渐渐）上升,提高,衰减,减刑
sanitation,（公共、环境）卫生,出现,紧贴,(美)部长
inheritance,遗产,产业,不义之财,财帛
telescope,望远镜,墨镜,扫帚,显微镜
fluffy,绒毛,羊毛,树皮,鞭毛
connect,连接,一向,不了,天天
functioning,运转,回旋,转动,震动
inflation,通货膨胀,下跌,日落,猛跌
frustrate,使沮丧,光线,声音,日常文书工作
intense,强烈,暗地里,隐约,合法
ability,能力,移植,本能,竞争力
exhaust,使筋疲力尽,毕业,罢了,下课
seamount,海底山,活力,竹,种类
scale,鱼鳞,肝脏,指甲,扁骨
deficit,赤字,盈余,收入,盈亏
toe,足尖,脚踝,脚跟,爪子
air,空气,环境,现象,生态
veto,禁止,签证,批准,盖章
rawhide,生牛皮,出现,踌躇,摸
declare,宣布,召集,占据,发动
erratically,不规则地,小的,热情,再次
grasshopper,蚱蜢,蜘蛛,火龙,蝴蝶
majestic,壮观,觏,气象,幻影
mock,（模仿性的）嘲笑,(常用复数)货物,正是,相当
humorous,幽默,滑稽,可怕,不得人心
verbal,口头,扁桃体,牙床,声带
petal,花瓣,花束,花托,雌花
rival,竞争,咒骂,骂,讨论
ounce,盎司,英寸,瘦长,撮
hypersensitive,非常敏感,轨道,公共,售书员
composition,构成,并联,纠缠,对峙
gasoline,汽油,酒精,石油,焦油
horror,恐怖,震惊,余悸,清醒
magnetize,使磁化,被想起,必须,指针
thaw,解冻,腐败,速冻,冷却
sample,范例,先例,热潮,惯例
livestock,家畜,秕子,牺牲,耕畜
commercialize,使商业化,不完善的,庆祝会,盖印
reschedule,重新计划,邻近,大师,特性
unexplored,未开发的,独立,物理学家,韵文
plain,简单,鞭辟入里,紧密,重叠
plateau,高原,问题,卖点,核心
jewelry,珠宝,刺绣,花边,首饰
bow,弓形,无形,球状,四面体
calibration,校准,校订,删除,修改
mention,提及,闲话,诉苦,演说
disproportionate,不成比例,既然,蝗虫,护理
handy,便利,限于,侵害,宰制
thread,线,道,章节,系列
reside,居住,度日,安家落户,为生
dismal,忧郁,烦扰,悲切,赌气
opposition,反对,赞成,忍受,信任
discontented,不满意,喊,窗帘,警报(器)
misfortune,不幸,不遂,暴发,互惠
torque,扭矩,进餐时间,体弱多病,逃跑
litter,乱丢垃圾,承诺,看,夫妻
unseasonably,不合时令,妖冶,现有,好看
aviator,飞行员,舵手,宇航员,司机
sloth,怠惰,振兴,承受,工作
impartially,公平,抱残守缺,独断专行,自私
sunlight,日光,光辉,焰火,热线
assimilate,吃,发放,招收,解散
embody,包含,包括,含水,表露
gravitation,引力,视力,压力,武力
dangerous,危险,幸福,辛苦,匆促
doctrine,教义,正义,真理,大体
rally,召集,揭示,遥控,垄断
equivalent,等同品,浓,(雨)倾盆而下,副)
lash,鞭子,核军备,化学武器,武器
dismiss,解散,免费,招收,豁免
spoilage,（食物等）变质,折断,打破,滑落
paleontologist,古生物学者,钦佩,列车,有关系的
confidence,信心,笔触,心理,观念
dentistry,牙科,代数,航天,必修课
nocturnal,夜的,催眠曲,京戏,歌剧
abundantly,丰富,干,缩小,增值
incidentally,附带,随意,无人,故意
swiftness,迅速,兵贵神速,为时过早,高效率
insulin,胰岛素,白芍,维他命,冰片
vote,投票,初选,擢升,招聘
inspiration,灵感,恶心,视觉,味道
flickering,一闪一闪,爆炸,呜咽,折射
arrangement,排列,罗列,开列,遍布
withdraw,撤退,摧毁,占据,俘虏
desire,想要,把…计算在内,地理书,夜总会
furry,盖着皮毛,快车,阴影,令人烦恼
springwater,天然泉水,语言(可数),为…辩护,进入
entertain,娱乐,画展,猜谜儿,猜拳
pillar,柱,横梁,顶棚,天花板
interest,兴趣,斗志,恶梦,定性
immigration,外来的移民,要不是,除…外,现行
trespasser,侵犯（他人土地）者,(法庭中的)书记,估量,突然袭击
pale,苍白,白花花,黄褐色,灰白
layout,规划,图谋,筹措,懊丧
commercial,商业,中保,军政,农业
cubic,立方体的,入学,五(个,铸造
individualism,个人主义,拜金主义,地方主义,分离主义
nickel,镍币,锞,邮票,伪币
propel,推进,加以,拔苗助长,堵塞
span,跨越,有利,制止,不可逾越
squarely,坚实,细小,衰弱,有力
plantation,种植园,尖塔,园艺,灯塔
preferable,更可取的,供职,两者之一,日落
complacence,自满,谦虚,自豪,大方
anticipate,预期,估计,出乎预料,猜谜儿
ploished,擦亮,掠过,打扫,捕捞
raid,袭击,空袭,奔袭,抄袭
dagger,短剑,太极剑,宝剑,殳
ignite,点燃,熨,暖和,加热
risky,危险,治安,安好,幸福
besiege,围攻,攻打,督战,冲击
volunteer,自愿,愿意,懊悔,擅长
starfish,海星,星云,太阳,流星
saltiness,盐度,赫兹,周长,面积
vine,葡萄藤,铸造,租用,装备
consecutive,连续,时刻,第一,从来
regulation,规则,秃,凹陷,笔挺
snap,突然抓住或握住,八,管理,时新
liberally,随意,决不,极力,无人
resist,耐,责任,复习,盒
archaeology,考古学,科学,高科技,医学
surplus,过剩,芸芸,四方,多糖
ceaseless,不停,本来,率先,临时
disgrace,玷污,变节,冒险,补救
pineapple,凤梨,梨子,椰子,草莓
discontent,不满,满足,安慰,紧张
abolitionist,废奴主义者,受宠的人,叫,埋葬
depict,描写,授意,发挥,声称
refrigeration,冷藏,缝纫,储藏,绷
reflection,反映,预兆,显示,所谓
drawback,弊端,利害,缺点,差距
backbone,脊椎,头盖骨,关节,骨头
behave,举止,动作,作为,毛病
resent,愤怒,忧虑,得意,犯愁
salinity,盐分,补语,毒素,规范
bitterness,辛酸,担忧,大快人心,欢腾
surging,汹涌,刚劲,排山倒海,美好
unmatched,无可匹敌,使惊讶,迟于,在那儿
premature,早熟,大器晚成,主动,不务正业
vocation,职业,作业,核工程,工程
threshold,开始,启动,开车,小题大做
introspective,自省,懊悔,自愿,愿意
lineage,血统,母系,系统,互联网络
revitalization,新生,毒化,衰败,起来
exclusively,排外,孤立,引出,欺压
cozy,舒适,罢论,不平,轻松
dilate,使膨胀,扎,测验,打算
isolate,使隔离,吃惊,洋葱,脚步(声)
tasty,美味,十分,真实,甜美
complaint,抱怨,哀怨,引咎,自尊
fort,要塞,不毛之地,墓地,碑林
wade,涉水,体操馆,译,司法
sunlit,被日光照射了的,报告,喜爱,主要
reptile,爬行动物,补给,必需品,植物
postal,邮政,官司,民事,别的
meager,缺乏,不足,亏损,现存
terrify,使恐怖,只不过,丝织品,棍
commission,佣金,工钱,报酬,版税
antibiotics,抗生素,阿米巴,医药,白芍
ooze,软泥,(使)通风,失火,很
duplicate,完全相同,大致,交易,公共设施
itinerary,路线,束缚,骗局,道路
cultivate,培养,体操,测验,期考
charter,特许,盖章,签证,不准
sculpt,雕刻,素描,白描,版刻
crevice,缺口,隘口,鼻孔,海口
abbreviate,缩短,干,紧缩,浸透
hinge,（门等）铰链,伪装,高地,面目
eggshell,蛋壳,器官,肝脏,指甲
bleach,去色,编制,印刷,纺织
refinement,（言语、举止等的）文雅,粗糙,粗糙,鄙陋
graduate,(大学)毕业生,种子,新生,初学者
occupation,职业,工程,核工程,事务
track,追踪,避嫌,寻机,找到
incentive,动机,风味,意思,集邮
walnut,胡桃,桃子,李子,葡萄
revolutionize,在…方面发动革命,玩具,海员,大部分
shine,照耀,闪电,放射,照亮
supremacy,至高无上的权力,进入,投阴影于,面对
characterize,表现…的特色,方法,提防,比赛
residue,渣滓,秕糠,矿物,财宝
court,球场,报馆,体育馆,电台
plagiarism,剽窃,贪污,受贿,讹诈
exploit,开采,监测,遥测,探测
malleable,可延展的,热情,伤口,糊涂
mobility,灵活性,眼尖,聪明,笨口拙舌
impermeable,不透水的,地区,只...),象…一样
compound,化合物,文物,整体,介质
migrate,移动,奔流,对流,潮流
slope,斜坡,安第斯山,矿山,釜山
endangered,有灭绝危险的,打仗,肺,铸造(硬币)
mingling,混合,包围,传输,交叉
seismic,震,踌躇,篮,对不起
irrigate,灌溉,开发,冬灌,采油
various,各种,某种,布局,班子
cider,苹果酒,抄写,蜡烛,平滑
postgraduate,研究生,初学者,新生,毕业生
matchstick,火柴杆,方法,完成,统治
ethically,在伦理上,棍,偶数,戏院
lumber,木材,乌木,铅,铁锈
victorious,获胜,不翼而飞,覆灭,征服
finesse,手腕,毒计,暗箭,毒手
coexist,同时存在,支撑,容易,遗留
cipher,密码,不等号,商标,句号
slander,诽谤,辩论,笔战,争论
automatic,自动(化)的,此外,知道,充分
rigid,严格,不在乎,进步,不吝
atomic,微小,粗劣,弱小,壁垒森严
indented,锯齿状的,舌尖,弧形,扁圆
proclivity,倾向,同意,不予,拥戴
kingdom,王国,本国,岛国,国际
fanatical,狂热,崩漏,堵塞,溃烂
retool,将机械重新整备,互通,联网,切断
assumption,假设,由此可见,只有,由于
publicize,（公开）宣传,召回,动员,提倡
universal,宇宙,星座,宝座,星体
conclude,结束,毕业,罢手,罢了
graphics,（作单数用）制图法,目录,由于,因为?
talented,有天才的,歌唱,国际互联网,战斗
haste,匆忙,恐慌,如饥似渴,迫不得已
embrace,拥抱,挽,扶持,撮
ridge,脊,安第斯山,矿山,香山
ascribe,把…归于,能,(时间、事件)到来,短袜
admittedly,公认,介入,否定,肯定
broaden,扩大,复苏,赶紧,改善
feeder,进料器,鼻子,一段,以为
constrict,收缩,浓缩,压缩,增加
ruins,废墟,毛毛雨,雨滴,矿泉
laser,激光,白炽,暗影,月光
subjected,服从,违反,触犯,违例
plumage,鸟类羽毛,精选,感兴趣的,用户
devote,投入于,弃世,毙命,崩
boom,繁荣,拥挤,按兵不动,吵闹
organic,（化学）有机的,离题,国家,成对
lift,举起,掐,扛,把酒
wholesome,有益健康,一阵,战士,安顿
undermine,渐渐破坏,建设,气球,她
ultraviolet,紫外线的,盐的,急速,年幼
mimic,模仿,补习,阅读,留学
lithosphere,岩石圈,精确,遮蔽,烛光
tenderness,亲切,可惊,熟知,必要
cooperative,合作,尝试,大显身手,办到
soloist,独奏者,年老,出版,高于
dominate,控制,不可逾越,约束,便利
waxy,苍白,灰白,棕色,白茫茫
alloy,使成合金,厕所,姿势,(电话)占线
doll,洋娃娃,鼻儿,扳不倒儿,拨浪鼓
tableware,餐具,工具,光碟,唱片
