#word,meaning,option1,option2,option3
lukewarm,微温,虎,愚弄,迷糊
host,作…的主人或节目主持人,关键,保姆,而
diarrhea,腹泻,咳嗽,消化,感冒
detriment,损害,防止,有益,不利
heal,(特别指创伤)治愈,健美,位置,进入
hardware,金属制品,制剂,电扇,坐下
coverage,范围,兴奋,激励,制约
triangle,三角,多边形,身材,形势
oscillate,(使)振动,投掷(距离),墙,外甥
interpretation,解释,注解,下载,摘引
flatter,谄媚,趋奉,驯服,任凭
electrical,用电,本色,色调,丁烷
infinity,大量,冰冷,恭顺,不在乎
handle,搬,在哪,体操家,在内部
microfilm,缩影胶片,专家,在附近,（人脑器官等的）正常活动
attack,(病)发作,界限,水坝,最小(少)的
pump,打气筒,硬盘,磁带,录音带
inshore,近海岸的,部门,走下坡路的(地),喝
sphinx,狮身人面像,合影,影像,画像
disreputable,品格不端,高雅,贞洁,多情
guarantee,保证,不见得,陡然,竟然
stack,大量,不在乎,傲然,慷慨
knot,节,牌照,牌子,证据
bounce,使弹起,把…分类,死亡,著名
signal,信号,生存,表示,果断
fervent,热的,板上钉钉,暴风骤雨,无情
entangle,使纠缠,有关,舍命,弃权
envisage,展望,透视,观察,比拟
disable,使丧失能力,船长,颤抖,引发
graphic,图表,申请书,白皮书,提案
periscope,潜望镜,拖把,墨镜,板刷
convey,传送,答谢,酬劳,更换
amidst,在...当中,游行示威,地面,女售货员
terrific,极好,庄稼,男性服务员,讨论
specimen,样本,原本,超文本,伪书
immerse,给…施洗礼,打扰,被想到,躯体
resonant,（声音）洪亮的,感觉,恶感,视觉
innumerable,无数,半圆,扁圆,巨额
represent,声称,详述,记载,上述
abrupt,无礼,礼节,传统,仪式
adoptive,收养关系,挪用,区别,辨别
jeer,嘲笑,赞扬,争执,拍案叫绝
pierce,刺穿,教授,价格,进一步
overture,前奏曲、序曲,上述,解决,增进
vulnerable,易受伤害,后来,打算,口袋
succumb,因…死亡,驯服,说服,调解
leap,跃过,无脂肪的,是的,(下巴上的)胡须
cupboard,食橱,床铺,吊床,矮凳
cumbersome,笨重,牢牢,精巧,沉重
precaution,谨慎,粗心,慎重,奢侈
obstruct,妨碍,推动,堵塞,加以
privacy,隐私,好奇心,存心,哀思
entertainment,招待,驱逐,虐待,对待
moist,潮湿,时髦,现有,凉爽
approach,接近,不等式,比如,下列
barren,不妊,有限,意见,能力
eradicate,根除,横扫,消灭,战胜
hectic,兴奋,范围,激发,杜绝
vapor,蒸汽,电气,废气,阿摩尼亚
epidemic,传染病,流行病,多发病,病灶
plummet,垂直或突然地堕下,给…饮水,网球,实力增强
drowse,瞌睡,口渴,冬眠,醒来
executive,实行,奉行,吸毒,颁行
elapse,(时间)过去,失去,发生,衍生
outdated,过时,现有,时髦,美丽
admission,承认,批评,驳倒,公认
logical,逻辑,真理,语法,规律
tremor,震动,不相干,相关,动摇
portray,扮演,音乐会,高唱,闭幕
comparison,比较,把,为了,对于
familiarity,不拘礼仪,相识,认识,意识
resentment,愤恨,抱怨,抱屈,厌倦
wrench,拧,伤亡,病愈,好转
artery,要道,捷径,隘路,途中
appropriate,恰当,白搭,便当,可身
secluded,隐遁的、隔绝的,抓住,出售,令人兴奋
evict,(依法)驱逐,淹没,跳动,崇高
hop,跳跃,奔命,跺脚,践踏
setback,挫折,覆没,倒闭,陷落
champion,捍卫者,来自北方,通道,承认
contend,坚持主张,农业,可能,组织者
objection,反对,赞成,按捺,半信半疑
catalogue,目录,内容,附录,篇目
sensible,明理,洞察,察觉,知道
therapy,治疗,雕塑,素描,雕刻
bronchitis,支气管炎,多发病,鼻炎,麻疹
din,喧闹声,惊恐,日常饮食,土地
penalty,罚,传讯,刖,裁断
susceptible,敏感,笨口拙舌,糊涂,明白
compulsory,规定的,游泳池,扬声器,种植
epoch,(新)时代,共同,避免,作出反应
financial,财政,商务,民事,危机
waggon,四轮马车,最重要的,先生,图
junior,年少,通红,无力,雌雄
metabolism,新陈代谢,切换,暴涨,改编
insubstantial,非实质的,英勇,坚忍不拔,坚决
deck,甲板,木板,铁板,板子
update,最新版,弄乱,约请,未能
diaphragm,横隔膜,脑力,经纪人,惦念
lull,使安静,只...),来,捣毁
meteorologist,气象学者,有(能力、时间、知识等)做某事,特别,温室
pathos,哀婉,俨然,甜美,大喜
fruitful,有成效的,药丸,中秋,辅助物
deem,认为,主持,推理,拿主意
frugal,节俭,巴结,持久,负责
patio,庭院,平台,排水沟,渗沟
simplify,简化,合法化,年轻化,液化
ensemble,合奏团,生产队,总部,基金会
bulb,电灯泡,本生灯,标灯,电灯
intractable,倔强,悲观,听说,不甘心
dot,打点于,处理,结合,民族
bent,弯曲,东倒西歪,笔挺,憔悴
distil,蒸馏,镀锌,镀金,提炼
gesture,做手势,破晓,小盒,绊倒
haphazard,无计划的,请求,苦恼,阴沉
analogy,类比,动笔,总结,杜撰
productive,多产,动工,一举两得,着手
profile,人物简介,动身,地区,玻璃杯
income,所得,换取,遂,谋取
moreover,而且,依据,以及,可是
complicated,复杂,麻烦,不即不离,简短
rinse,涮,飘过,可怜,官员
decent,大方,严厉,慷慨,宽限
smart,敏捷,急剧,迟到,高效率
dispel,驱散,变相,变频,变价
exhilarate,使高兴,葡萄,把…插入,(人口的)聚居
psychology,心理学,科研,科目,科技
theme,话题,印地语,阿拉伯语,编年体
appendix,附录,细节,本末,节目
flux,流量,碑额,次数,贸易额
reclaim,开垦,灌溉,耕地,开发
tournament,比赛,将军,潜水,蛙泳
barricade,设栅阻挡,屋檐,排水沟,火墙
transfuse,输血,打针,扎针,防治
catholic,天主教徒,修女,主教,教皇
hamper,阻碍,困扰,搅扰,纠缠
mental,心智,目瞪口呆,激发,沉默
corps,特种部队,美军,北伐军,八国联军
shrink,萎缩,是,勃兴,就是
fixture,固定,平板,定型,平稳
expulsion,驱逐,有待,待遇,收养
symptom,征兆,下落,行踪,气候
delicious,美味可口,甜美,十分,真实
deficiency,缺乏,盈余,不足,动态平衡
pulp,果肉酱,大浪,矿泉水,水泡
trivial,琐碎,麻烦,鞭辟入里,详细
hygiene,卫生学,医学,科研,高科技
route,路线,道路,陷阱,死胡同
assist,帮助,游说,捐助,慰藉
clinging,执着,精干,敏锐,死板
whisky,威士忌酒,中药,甜酒,药丸
arouse,唤醒,启示,辅导,指导
throughout,遍及,列为,分布,排队
intersection,横断,路口,海关,边卡
consultation,协议会,盛宴,常委会,分会
pollutant,污染物质,青少年时代,盘旋,敬礼
sauce,调味品,豆腐,豆制品,淀粉
mutation,突变,变异,变幻,变化
midst,中间,第一流,讨厌,合格
prolong,拖延,到期,满期,迟误
ivory,乳白色,黑色,天蓝色,蓝色
tuck,(衣服的)褶,(铁路上的)敞篷货车,(感情等的)爆发,在...旁边
stem,茎,病株,蕻,藤蔓
massacre,大规模屠杀,最大量,可动,路边
available,(用于物)可利用的,混乱,规定,使用者
fancy,爱好,理会,咀嚼,误解
poverty,贫穷,方便,失调,糊涂
mirage,幻影,奇观,奇景,容貌
book,卷,散文,文学,经典
attendance,出席人数,商谈,顺序,岩石
predecessor,前辈,监护人,选民,身体
pervade,弥漫,狭窄,宽阔,极大
pointless,不得要领,爱不释手,理会,认知
propagate,传送,催促,更换,送
vat,大桶,拥挤进(入),花费,凶残的人
transport,运输,流放,驳运,搬运
model,模特儿,魔术师,服装,化装
roam,漫游,打牌,消遣,猜谜儿
notify,通知,报数,报喜,报时
enact,制定(法律),以,聚集,叛徒
lottery,彩票,股票,期票,证券
exclaim,大声叫,哀号,呻吟,呼唤
hereditary,世袭,遗传,流行,传输
parakeet,鹦鹉,杜鹃,孔雀,野禽
shield,盾,给…加润滑油,打败,快速
inform,告发,弹劾,指控,保佑
omit,省略,调匀,匀实,琐细
consolidate,使联合起来,热烈,书商,充足
time-honored,因年久而被尊敬「遵守」的,报应,受事,结局
drift,(使)漂流,尘土,梢,十八个
porpoise,海豚,松鼠,鳄鱼,毒蛇
doom,命运,逆境,薄命,幸运
hospitable,亲切款待,大方,谦和,可敬
vex,使烦恼,冒险,渴望得到,盘问
stability,稳定性,多事,冷淡,发达
commentary,实况广播报导,塑料,(使)接合,唯一
competence,能力,功夫,创造力,手艺
erect,直立,断开,崩裂,放置
staple,钉书钉,饶恕,提取,燃烧
trumpet,喇叭,店主,研究,要求
surmount,越过,转道,装船,装货
anthem,圣歌,人造,典礼,烤薄饼
authorize,授权,拜托,不情之请,托付
cabin,船舱,桨,螺旋桨,龙头
community,共有,有所,在前,投稿
situated,坐落(某处),逃避,碟,从
innards,内脏,贝壳,肝脏,器官
circuit,线路,轨道,航程,网路
shrub,灌木,柠檬,杜仲,芭蕉
gloss,光泽,热线,阳光,焰火
appetite,欲望,野心,不平,宿怨
compliment,)问候,嫩叶,习惯,办法
neat,纯净,对抗性,和谐,紧密
perpendicular,垂直,清瘦,平行,肥胖
cosmos,宇宙,火星,星体,星座
boundary,分界线,限于,底线,终点
orbit,环绕轨道动行,益,有希望的,安静
wager,赌物,奸淫,玩弄,杀戮
chin,下巴,软腭,扁桃体,口头
intransigent,不妥协的,灵活,能干,本本主义
squat,(使)蹲下,湿的,威胁,估量
wrap,包,背包,淘箩,畚箕
reliable,确实,果真,简直,固然
shower,浇,活(着)的,发展,在早期
prefabricate,人工制造,分派,东拼西凑,平均
mosaic,镶嵌细工,板子,石膏,沥青
dogged,顽固,眼尖,高明,机械
outstrip,超过,有益,不可逾越,限于
respiratory,呼吸,叮,呼唤,叼
microcosm,人类,老百姓,人物,劳动力
descend,下来,来临,降临,登月
arithmetic,算术,眼界,科学,医学
strengthen,加强,巩固,赶紧,加重
resultant,结果,吐穗,口吃,衰落
ascend,追溯,研究,分析,字斟句酌
tank,坦克,战斗机,纸牌,航空母舰
ominous,预兆的、不祥的,(餐厅、旅馆的)女服务员,咖啡馆,寝室
connect,连接,从来,本来,一直
skew,不直,蠕动,滑翔,依偎
inflation,膨胀,蔓延,壮大,转向
brewery,啤酒厂,监狱,工厂,法庭
frustrate,破坏,断裂,崩裂,陨落
intense,强烈,含糊,可疑,潜在
throng,一大群,(国际象棋中的)车,深切,仁慈
ability,能力,核技术,本能,手艺
pacify,绥靖,游说,激励,慰问
prospectus,章程,规则,常规,晚宴
exhaust,排气,举起,缩写,扛
scale,按比例绘制,招呼,世界,红的
partisan,党派支持者,压榨,法语,进展
deficit,赤字,消耗,剩余,罚款
air,通风,阻塞,附上,堵车
veto,否决,确定,裁决,定时
declare,声明,记载,记述,上述
cellular,细胞,核子,神经,白细胞
majestic,雄伟,根深蒂固,暗无天日,刚健
extinguish,熄灭,爆发,衍生,灭绝
ethereal,太空,天上,空间,对面
mock,模拟,闹事,显示,伪托
Easter,复活节,病假,母亲节,婚期
verbal,口头,软腭,声带,扁桃体
petal,花瓣,雌花,雌蕊,天花
rival,竞争对手,憔悴,污秽物(如灰尘,倒退
bait,饵,斗争,绒衣,原型
composition,(音乐等)作品,头衔,森林,养料
thaw,解冻,冻结,腐败,褪色
pygmy,矮人,仙女,孩子,巨人
henceforth,今后,明日,不日,上次
livestock,家畜类,实在,图书管理员,性别
inmate,居民,市民,华裔,华侨
lamb,羔羊肉,醒,巢,火箭
commercialize,使…商业化,抚摸,高度评价,已经
fluid,流动,陷落,淹没,外流
censor,审查,追查,把关,查证
tidy,整洁,紊乱,甜美,大敌当前
plateau,平稳时期,植物,猜迷,(工厂的)车间
civic,市民,居住者,华人,华侨
mention,提到,无关,相关,牵涉
bucket,水桶,便盆,药瓶,便桶
blonde,金发碧眼的（女子）,饥饿,化学家,装运
inextricable,无法摆脱,隔离,通航,互通
concentrate,聚中,沙滩,使用者,定期
precedence,优先,不时,第一,立即
agreement,协议,迁就,让步,协定
recite,背诵,抄送,书写,小写
misfortune,不幸,暴发,不好,侥幸
edit,编辑,摘录,笔译,编选
disclose,透露,誓死,禀告,指出
litter,乱丢,(人口的)聚居,思想,两个(人或物)
taxation,税金,证券,期票,支票
rouse,唤醒,启发,引导,装扮
expert,内行,怠惰,积极,孩子气
suck,吸,滑稽,卧室,缝纫
assimilate,同化,病变,商业化,自动化
embody,体现,意味,所谓,可见
doctrine,学说,办学,保健,体育
rally,大会,报告会,嘉年华会,运动会
revenge,复仇,剥蚀,侵蚀,帮倒忙
equivalent,相等,并驾齐驱,同龄,同时
lash,鞭子,化学武器,常规武器,核武器
browse,浏览,读报,背诵,步韵
dismiss,解散,免费,免除,招收
nobility,贵族阶级,公主,公公,公爵
confidence,信心,哀思,笔触,传统
briefcase,公事包,人,森林,摸
bandage,绷带,面罩,火车,车辆
arise,起来,是,就是,新生
canteen,临时餐室,姑娘,玷污,打断
stylish,有风度的,章节,弄脏,使破灭
prior,在…之前,按期,日渐,第一
incidentally,顺便,专门,有意,尽量
homicide,杀人,谋杀,暗杀,屠杀
partition,融墙,钻孔,泥,(虫、鸟等)鸣声
mineral,矿物(的),许多,(降)雨量,正的
renowned,著名,不见经传,吃不开,不朽
inspiration,启示,提醒,引导,辅导
pessimism,悲观,调皮,开展,不羁
arrangement,排列,排队,开列,遍布
withdraw,提取(款项),唇,宇宙,因为
abridge,删减,订正,修订,校正
pillar,栋梁,制造者,外行,高明
insane,疯狂,堵塞,狂热,不仁
extent,范围,妨碍,杜绝,鼓舞
depreciate,贬低,中式,得意,升级
physician,内科医生,嗯,索,学院
oblivious,不在意的,全心全意,尴尬,逼上梁山
layout,设计,筹措,罢论,打算
stir,微动,在外面,结合,出场
commercial,商业,工商界,工商,事业
nickel,镍币,外汇,锞,证券
buoyant,易浮,狂喜,叩头,欢腾
propel,推进,妨碍,杜绝,施加
vehement,猛烈,可观,活泼,板上钉钉
span,一段时间,颇,爱争执的,一道菜
magnet,磁体,流体,有机体,半导体
paddle,桨形工具,场地,长期,内地(陆)的
plantation,种植园,宝塔,灯塔,草地
anticipate,预料,预计,猜谜儿,热望
lever,控制杆,扛,爱抚,缩写
raid,袭击,阻击,爆破,埋伏
ignite,着火,燃放,加热,生火
volunteer,自愿者,无资格,社交聚会,乐器
starfish,海星,卫星,太阳,行星
vine,藤,粉状物质,认识,加号码
consecutive,连续,不时,老是,从来
physique,体格,身体,辈分,同辈
condolence,吊唁,自杀,埋葬,休
archaeology,考古学,科研,科技,高科技
surplus,盈余(的),不乏,四方,不计其数
flick,轻打,辩别力,腐烂,贮备品
ratio,比例,利率,百儿八十,百分率
eminently,大大,叔父,后母,姑妈
deflate,使缩小,兴趣,麻烦,染
related,有亲戚关系的,牵涉,感动,不相干
wiggle,扭动,刺激,润滑,碰撞
depict,描述,演说,记载,详述
drawback,妨碍,范围,寄予,杜绝
pompous,自大,热忱,鄙吝,恭顺
behave,使运转正常,现今,变化,娶
resent,怨恨,爱憎,厌倦,厌恶
misconceive,误解,体会,忠于,爱好
conservatory,温室,庭园,桃园,菜地
discrepancy,不同,大同小异,同时,不相上下
mischance,不幸,发迹,避坑落井,暴发
rickety,摇摇晃晃,转动,抖动,跳动
inactive,怠惰,熄灭,停火,关门
threshold,入门,跳进,上车,出没
dip,浸,民族,一个地区的生物,关闭
wield,行使,判断,用于,用法
atlas,地图集,伪书,字典,词典
obliging,恳切,孝顺,缓和,忠诚
exclusively,仅,痛快,竭尽全力,任意
cataract,洪水,斗眼,翳,流感
purge,清洗,洗刷,糊,涂抹
upbringing,教养,警钟,教训,转播
dilate,（身体某部位）张大,蔓延,转向,变调
revelation,显示,体现,意味着,可见
ponderous,笨重,轻轻,灵巧,不快
isolate,使孤立,鼎立,互通,对立
bounty,恩惠,折磨,世仇,不白之冤
fort,要塞,墓地,乐园,碑林
script,笔迹,斑点,脚印,条纹
reptile,爬虫,阿米巴,步行虫,蜗牛
terrify,吓唬,动手动脚,勾引,强制
hard,努力,无人,专门,大体
commission,委任状,草案,抄件,议案
arable,可耕,均一,耻辱,中间(部)
duplicate,复制品,期货,半成品,名产
itinerary,行程表,同志关系,责备,聚会
cultivate,培养,考验,体操,尝试
charter,租,(中小学的)女生,出汗,目标
lock,锁,一个月的时间,海边(的),听觉
crevice,缺口,海口,出口,孔穴
abbreviate,缩短,写,抚摸,拍打
hinge,铰链,绷簧,活塞,齿轮
guy,(男)人,马蹄铁,步枪,驳壳枪
settle,下沉,陷落,淹没,漂移
bleach,变白,木板,最后,招贴
refinement,提炼,包金,镀锌,镀银
qualitative,性质上,梦境,兴致,恶梦
graduate,毕业,闭幕,罢了,下课
nasal,鼻的,职务,上流社会,资本
track,足迹,下落,预兆,行踪
layoff,活动停止期间,边房,故障,生意(不可数)
repatriate,（自异国）遣返,颤抖的动作或声音,吊刑,独自
incentive,激励前进的动力,永远,友好关系,真诚
shelve,搁置,旁观,爱理不理,冷淡
postscript,附言,注解,留言,引用
characterize,描绘…的特征,女性,单纯,情况
residue,剩余（财产）,说服,向,诉苦
maintain,保养,凉快,补养,安神
exploit,剥削,讹诈,迟暮,压迫
malleable,可塑,资料,排列,使分开
delete,删除,修饰,订正,编选
compound,复合,东拼西凑,并入,人均
migrate,迁移,迁都,迁居,停留
slope,斜坡,釜山,峨眉山,矿山
oasis,(沙漠中的)绿洲,哨兵,干净,跳动
seismic,震,侯爵,烟碱,使摇摆
cradle,将…放在摇篮内,奉行,那个,冒险活动
protrude,突出,露出,掩盖,翘
irrigate,滋润,着陆,刺激,滚动
various,多方面的,敲,边(缘),视察
similar,类似,不比,超越,比如
postgraduate,大学毕业后的,进来,闻,多数派
toneless,沉闷,神奇,可笑,可怜
coed,大学女生,实际上,牲畜,放射物
coexist,共存,遗留,供需,留下
slander,诽谤,丑化,笔战,辩解
infernal,狱,可笑,动人,紧张
onlooker,旁观者,比邻,一起,对头
automatic,自动,精制,粗糙,光滑
vulgar,粗俗,淫猥,色情,贪心
rigid,严格,鄙吝,白色,不咎既往
torture,折磨,出名,胜利,待业
assumption,假定,除此之外,因为,那末
relentless,无情,薄情,妖媚,混乱
universal,普通,独到,专门,唯一
alienate,让与,帮倒忙,损坏,麻醉
thrill,(使)激动,全部,一直,无用
truth,真实性,实弹,可口,仿真
appraise,鉴定,评论,点名,评估
conceivable,想像得出,拥戴,同意,难以置信
accelerator,加速器,水槽,雷达,消防栓
disarray,混乱,贫穷,污秽,整齐
talented,有才能的,小姐,(色彩)浓艳的,脉搏
halibut,大比目鱼,判决,同盟,无言
haste,赶紧,光是,半半拉拉,渐渐
embrace,包含,席卷,含水,突显
straightforward,直率,规矩,缓和,苛刻
ridge,分水岭,高山,海岸,山脚
ascribe,把…归于,打猎,友谊,印象
vanity,虚荣,不亢不卑,殷勤,索然
constrict,收缩,增多,缩短,干
devote,把…奉献(给),结束,开战,休会
boom,(发出)隆隆声,统一,直到,箭头符号
virtual,实际上的,汗水,渐渐,物理学
goad,赶牛棒,作曲,宣称,排列
wholesome,适合卫生,写,盼望,学识
undermine,侵蚀…基础,拘留所,屠夫,胜任
ultraviolet,紫外线的,以..为中心,大多数的,最近
brake,制动器,断电,断奶,休战
making,赚头,克隆,酿造,闭门造车
mimic,模仿,预习,阅读,留学
tourism,旅游业,中保,买卖,航运
dredge,用挖泥机疏浚,屈服,斗殴,说服
dominate,居支配地位,结果是,倒退,传真机
deputy,副…,请求,离题的话,发送的货物
alloy,合金,白银,黄金,蛋黄
reference,提及,摆龙门阵,诉苦,发言
caution,警告,播送,教训,打击
advocate,提倡,召回,揭示,呼唤
casual,草率,断断续续,浪费,节俭
ferocious,凶猛,勉强,板上钉钉,温柔
permissible,可允许的,驳回,支持者,山羊
miscarriage,流产,不力,关门,崩溃
annoy,使烦恼,向下,逼真,性情温存的人
regeneration,再生,改善,抓紧,好转
distort,扭曲,刺激,润滑,碰撞
arduous,费力,百思不解,高级,深奥
subsidy,补助金,保证金,赔偿金,罚金
flexible,易弯曲的,改进,贼,淑女
mould,造型,多边形,身材,形势
delude,欺骗,欺瞒,庇护,兵不厌诈
external,外部,江面,排队,伪装
client,顾客,购买者,接受者,观众
aquarium,玻璃缸,箱子,听,百叶箱
orchard,果园,温室,菜地,马厩
transfer,迁移,住院,挪窝儿,栖息
say,说,窃听,传闻,倾听
trickle,一滴滴地流,泄漏,更,教友
agenda,(会议的)议程,轻(快),放慢速度,十四
endanger,危害,不利,无害,预防
aesthetic,审美,娱乐,展览,画展
vital,致命,机械,无情,对付
spill,(使)溢出来,器械,刺槐,浓缩
subjective,主观,谬误,百步穿杨,稳定
ultimatum,基本原理,公文,资料,检查
border,和…接连,逼真,费用大的,不多
overweight,优势,传输,不胫而走,搅混
gleam,发光,叮当,咆哮,衍射
chip,缺口,海口,鼻孔,售票口
standing,身分,古风,世界,不正之风
fetter,脚镣,枷,斧,板子
latitude,黄纬,痊愈,破坏,完全
obligatory,强制性的,杯水车薪,便当,手提
term,)条件,分离,繁忙,讨厌的家伙
telecommunication,通讯,日记,笔谈,编年史
scene,风景,蜃景,公式,程式
militant,好斗的(人),大量,奴隶,确定
bubble,水泡,浪头,气泡,糖浆
harbor,港口,城乡,不冻港,中转站
welfare,福利,有害,跨越,操纵
discriminate,区别,识货,应用,比拟
extreme,极端,相当,格外,忍受
resolution,决议(案),只...),纤细,经常
erroneous,错误,断章取义,不足为训,百无一失
reconsider,再考虑,(非法)交易,试验,森林
elicit,引出,欺侮,胁迫,动手动脚
live,实况转播,(英)大臣,磨损,目前
vexation,困扰,干扰,阻拦,激怒
lump,肿块,政府,部门,雀斑
idiom,习语,用语,连词,代词
offend,使不悦,歌手,矛尖,低级夜总会
grand,豪华,文明,滑溜,粗糙
anxiety,渴望,盼望,展望,要求
natal,出生,分娩,生长,成长
envy,妒忌,买帐,信奉,确信
discord,不调和,亲善,繁杂,紧紧
subject,学科,工程学,病毒学,生物学
confident,确信,不服,相信,认真
aggravate,加重,缓和,巩固,放松
utility,用途,证验,发酵,成效
fulfil,完成(计划等),输掉,南部,拥护
erupt,(火山等)迸发,散发,销毁,衍生
tally,（使）一致,对称,配合,不切实际
demonstrate,论证,兵源,根据,光源
mission,使命,产权,民权,人权
selection,选择,采样,采光,采种
prospect,前景,状况,古迹,幻影
originate,创始,办报,创建,独创
integral,完整,零落,破烂,饱满
potter,陶工,老(导)师,战船,氧
masterpiece,杰作,课表,时间表,作品
decipher,解开（疑团）,每日,间或,休息时间
precedent,先,另外,邀请,下降
resolve,决心,迫切,宁静,逼上梁山
despair,绝望,独自,光是,完全
lane,小路,捷径,不冻港,道路
elementary,容易回答,取走,十几个,不接受
inclusive,包含,包藏,包括,露出
heap,使成堆,有用,烟雾,抢劫
imperative,急需,提供,并行不悖,供应
ambiguous,模棱两可,不露声色,可疑,暧昧
enormous,巨大,龙飞凤舞,险峻,粗劣
optimism,乐观,生气勃勃,孝顺,悲观
initiative,起始,中间,病程,本末
deny,否认,公认,攻击,狡赖
curl,卷曲物,总结,化学师,胆敢
humiliate,使屈辱,猛烈,牧场,躺
indicative,指示,旨意,禁令,字帖
calcium,钙,交,祝愿,潮湿
grab,抓取,得分,争取,达到
vast,巨大,龙飞凤舞,险峻,强大
patrol,巡逻队,学会,商会,财团
preserve,保护,照料,侍候,保镖
trench,壕沟,草坪,公园,城楼
perplex,难住,兵不厌诈,欺骗,骗取
negligible,微不足道,核心,要紧,其次
module,太空舱,桨,龙头,螺旋桨
sightseeing,观光,戏耍,猜谜儿,打牌
adequate,足够,现存,平衡,节约
intend,计划,策划,计算,不满
paraphernalia,随身用具,粗心的,困难,核心
reproach,谴责,抨击,引咎,揭发
assume,装出…样子,信任,(使)继续,当教师
perennial,终年,多年,半天,徐徐
underline,强调,晓示,禀告,报告
thesis,论题,恶果,案由,产物
maximize,取...最大值,粗略,行情,增加
degree,度数,指数,读数,平方
relative,相对,不合,并行不悖,需要
zest,兴趣,气味,梦境,定性
mask,假面具,江面,基本,本质
latent,存在但看不见的,专家,稳定,推进
sweep,打扫,洗涤,掠过,擦洗
forerunner,先驱,开拓者,鼻祖,后者
lawn,草地,葡萄园,园艺,动物园
cathedral,总堂,面积,北面,半球
identify,辨认出,评论,点名,督促
vehicle,工具,唧筒,唱片,文具
intake,吸引,致死,挑起,免疫
metropolitan,首都,维也纳,安曼,巴比伦
inundate,淹没,降下,陷落,漂流
ostensible,表面上的,懒洋洋,喘息,屏息
banner,旗,表率,师范,典型
untold,没有说到,砂糖结晶,国家,水
subordinate,使服从(或从属)于…,妻子,特殊病例的分析讨论课,活泼
equation,方程式,中式,中国式,衩
female,雌性的动物,联系,心灵,停放(汽车等)
estate,个人财产,不动产,动产,不变价格
submission,呈递,索取,预付,募捐
generalize,概括出,祖国,流域,向…报告
cherish,抚育,养育,抱养,收养
picturesque,独特,活动,平板,静止
transform,改变,液化,多极化,软化
vengeance,复仇,剥蚀,报复,蛊惑
distinction,差别,利害,上下,弊端
undercharge,索价低于常价,情欲,业务,职员
aspirin,阿司匹林,泻药,白芍,冰片
foil,锡箔纸,运,颇,(坛子、壶等)盖子
discern,辨别,识货,对照,判断
postmortem,死后,一会儿,上星期,辈子
arrange,安排,调度,调试,营业
problematic,有问题的,区域,卡,预防
bout,一回合,公尺,海里,吨公里
sketch,概述,上述,宣示,记载
fossil,化石,伟晶岩,板岩,沙石
override,不理会,肯定,否定,鞭挞
prospective,盼望中的,热望,预测,出乎预料
accuser,非难者,傧相,媒介,证人
glorious,辉煌,夺目,动听,暗淡
plead,请求,探路,打听,哀求
intention,目的,定律,规律,古典
illuminate,说明,展示,预兆,可见
removal,撤职,备取,解雇,贬斥
diplomatic,外交,回访,借助,拜访
employment,雇用,贬斥,解雇,就业
occur,想到,构想,变法儿,公认
pigment,天然色素,仅仅,帐单,各(每)个
batter,牛奶面糊,花费,断言,服务台
astronomy,天文学,医学,科技,课程
maternal,母方,燃烧,历史上著名的,非常贵重
consult,商议,谈判,将就,让路
legend,传说中的人(或事),农村,赶上（车）,研究
outlet,通风口,赘述,咕噜,低语
ego,利已主义,他们,某人,人家
fester,生脓,口吃,堵塞,狂热
frontier,尖端,及格,平凡,不怎么样
kindle,点燃,加热,熨,生火
tolerance,容忍,承受,不得了,尽量
shabby,怀疑,自信,半信半疑,信仰
enthusiasm,积极性,怠惰,用功,谙练
moped,机动脚踏两用车,扎,最好,靠
summit,最高点,空白点,目的地,基地
resume,简历,生物学家,乞丐,呼吸
constabulary,警察,炮手,侦探,标兵
pottery,陶器,食槽,雷达,卫生设备
stripe,长条,英寸,英亩,短小
perilous,危险,忙碌,治安,危难
skeleton,骨骼,胡子,头盖骨,睫毛
flip,轻击,比试,摆弄,扒拉
helmet,头盔,便帽,斗篷,王冠
stammer,口吃,开放,堵塞,溃烂
anonymous,无名,胜过,吃不开,闻名
virtuous,贞洁,丧心病狂,这个,这些
melodious,悦耳,细嫩,高昂,尖锐
diameter,直径,功率,血压,庹
block,阻拦,纠缠,困扰,侵扰
colloquial,语体,私语,套子,言语
spray,喷洒剂,商谈,兴奋,全体
division,分,三位一体,背井离乡,握别
prelude,序幕,病程,进程,经历
subsidiary,附属,同龄,如出一辙,百川归海
redundant,冗长,僵硬,短小,松弛
registrar,(大学的)注册主任,而,注意到,女人
military,军用,挪用,罄,用以
motto,座右铭,代词,名词,句子
liaison,(未婚男女间的)暖昧关系,暗杀,赌博,屠杀
interpret,口译,翻译,补遗,摘录
attendant,护理人员,生火,传达,交通
liability,责任,产权,否决权,版权
absorb,吸收,发出,发放,解散
fry,油煎,糖果,炸糕,馅饼
lapse,失误,上车,搅混,入境
benzene,苯,矿物,自负,是不是
apologetic,道歉,报国,让位,补报
digit,指头,拳头,巨擘,食指
affiliate,加入,变节,退出,致力
egalitarian,主张人人平等的,显露,信奉,永远
cheer,欢呼,哀号,狂吠,尖叫
momentous,极重要的,不痛不痒,可惊,无关紧要
poster,招贴,广告,皮带,丹方
wail,哀号,哭泣,害羞,暗笑
paradox,矛盾、似矛盾而正确的说法,大祸,绞刑,各煦
clash,发出铿锵声,调查,(飞机)航线,注意
