#word,meaning,option1,option2,option3
fantasy,想象,感激,考虑,熟思
mutate,变异,渐变,转移,重蹈
fidelity,忠实,不甘心,叛逆,孝顺
capture,夺取或赢得,博学,后来,从
scepter,权杖,兵权,霸权,暴行
assert,断言,传入,电影,温柔
hypodermic,皮下注射,请人来,热情,生长
lean,倾斜,滑翔,倚靠,翱翔
polarization,极化,表象,迹象,病征
liturgy,礼拜仪式,期限,如气球般膨胀,逃掉
natty,整洁,缓和,一触即发,神经过敏
interlocutor,对话者,没有分开,售书员,购买东西
deputize,代替某人行事或说话,支柱,他,水
shingle,木质小招牌,使清楚,两部,诧异
posse,民防团,力量,热狗(面包),担忧
condole,向...吊慰,无足轻重的人物,品行,水坝
meteoric,流星,武术,剑术,柔道
repartee,机灵的回答,转移呼叫,第十二,案件
coalition,结合,通航,互通,鼎立
quaver,颤音,雷声,高声,女高音
decrepit,衰老,衰败,新生,是
demean,贬抑,另眼相看,视而不见,歧视
mildew,霉(因潮湿而生),痛击,业务费用,怒吼
surrender,放弃,丢掉,弃权,断送
leer,斜眼看,奇特,(使)变薄,拼命
venerable,可敬,自尊,抱屈,不服
longing,渴望,要求,求爱,出乎预料
dandy,花花公子,大炮,妖精,鼓吹者
hubris,过分自傲,热忱,不吝,大方
drainage,排水,航运,中保,工程
underwrite,同意负担...的费用,下决心,不同,专业
release,释放,捕获,传讯,捕捉
coup,意外而成功的行动,痊愈,用语,(测验中)成绩
patrimony,祖传的财产,成本,边,费力地前进
gentility,文雅风度,爱面子,粗暴,操切
venturesome,冒险,拼命,挣扎,进入
interlock,连锁,卷入,关联,牵连
dissolution,溶解,蒸发,冷却,冰冻
unbridled,放纵,庇荫,趋奉,任凭
restrained,不华丽的,过节,十足,担忧
attenuate,变弱,含义,客人们,体验
enactment,颁布,集合,垄断,提倡
annals,编年史,特写,传记,寓言
provident,深谋远虑,罢论,阴谋,筹措
screech,发出尖叫声,伯母,罚款,千分之一米
compete,竞争,骂,雄辩,咒骂
weasel,逃避,避讳,收获,防水
elemental,自然力的,箱,使困惑,计数器
allure,诱惑力,精神,生产能力,智能
inaugurate,开创,办学,办报,打开
tumid,肿起,消化,咳嗽,泻肚
stomach,吃得下,赞同,约束,克服
superb,上乘,专门,不怎么样,不错
glaze,装玻璃于,克(重量单位),照片,成本
meet,合适,不便,便当,失效
anecdote,轶事,遗恨,婚姻,机关
overlap,(部分地)重叠,弄脏,中间物,辉煌功绩
fecundity,多产,动手,小题大做,初步
urchin,海胆,蜻蜓,昆虫,鲍鱼
blur,使...模糊,邮件,印刷,接替
prospects,前景,场面,古迹,幻影
ridicule,嘲笑,丑化,拍案叫绝,讥诮
ruthlessness,无情,淫猥,按兵不动,太平
dainty,精美食品,增进,时代,下
insolate,使暴晒,行礼,惯例,(大)猫熊
calcify,使硬化,液化,多极化,多样化
obelisk,方尖碑,向往,开动,目录
esteem,尊重,权衡,并重,保重
recriminate,反责,使分开,到达,扣紧
regulate,调整,调遣,调职,对调
craggy,有峭壁的,著名,别的,砖块
perturbation,烦乱,痛快,安心,轻松
causal,原因,缘起,受事,病因
impostor,冒充者,兵痞,酒鬼,阿飞
habitat,自然环境,必要条件,前提,阻尼
yacht,帆船,船上,方舟,摆渡
propensity,嗜好,兴致,意味,气味
commandeer,征用,罄,比量,用法
pliable,易弯,简单,蓬松,紧密
fop,(喜好精致服装的)花花公子,出现,横过,订货单
infuriate,使(人)极为愤怒,告诫,劳力,富流动性
unilateral,单方面的,祝愿,使烦恼,身强力壮的人
enlist,(使)入伍从军,委任,任命,招聘
combustible,易燃,缺点,防御性,优点
sumptuous,豪华,精巧,浮华,优雅
rapacious,强夺,卑贱,崇高,自私
primitive,原始,国产,可靠,课余
entr,获准进入的权力或特权,意识到,联合,通行证
crude,粗鲁,热心,彬彬有礼,操切
mattress,床垫,警钟,垫子,丧钟
draconian,严厉,反革命,红色,慷慨
vindictive,报复性的,急行,耕作,聚会
deploy,展开,中断,循环,休会
smudge,渍痕,背景,列举,当然
vaudeville,歌舞杂耍表演,宿营,遭遇,分隔
discredit,丧失名誉,公开,摩天大楼,谈论
contravene,违背(法规,打扮,不同,书橱等的)架子
blessing,祝愿,庆贺,拜年,应付
hut,简陋的房子,制剂,花费(钱、时间等),局
nipping,刺骨,一下子,炽热,凉快
insubordinate,不服从的,保卫,防御,不可抗力
rancor,深仇,哀怨,抱恨,不共戴天
explanatory,解释,附笔,注解,参考
bin,大箱子,(在会议等)作短暂露面,完满,投掷
fleck,斑点,裂纹,行踪,疤痕
nonporous,无孔,主持婚礼,捆,约会
fragrant,芳香的,提议,基地,铸造
inquietude,焦虑,阴郁,悲喜交集,犯愁
meretricious,华而不实,不错,纯粹,整齐
caricature,讽刺画,政权,可能,抚摸
unwieldy,笨重,细嫩,韧性,高昂
voting,投票,擢升,补选,遴选
outmaneuver,以策略制胜,装货(或人),抗,实施
apogee,远地点(太阳等距离地球最远的点),课时,末端,唾沫
grandiloquent,(语言等)夸张的,对质,隐瞒,撒谎
aphorism,格言,表语,滋养,状语
saddle,鞍,核军备,马蹄铁,化学武器
incoherent,(思想文字)不连贯的,贫乏,雨伞,偿还
precognition,预感,酸痛,视觉,情感
intangibility,无形,彪炳,小型,新型
endearing,讨人喜欢,对称性,紧张,富于
lucubrate,刻苦攻读,漂泊,逃亡,劳累
fathomable,可理解的,防止,列表,(复)海关(常常大写)
gradation,阶段,文职,国务委员,上层
onslaught,猛攻,抵抗力,冲击,抗击
satiety,饱足,存在,供需,提供
seemly,得体,便利,及时,难以
apprehend,恐惧,惊异,吃不服,余悸
kitten,小猫,食糖,分隔,可尊敬的
trajectory,(抛射物)弹道轨道,自动控制装置,米,有价值的
sprinkling,点滴,丰富多彩,巨大,所有
derivative,派生,灭绝,突发,流失
foment,煽动,强迫,拨弄,勉强
pontifical,武断,不咎既往,严词,开展
salvage,(从灾难中)抢救,(定期在某地举行的)音乐、戏剧节等,论文,平等
inquiry,询问,干涉,推翻,呼吁
defective,有缺点的,以雾笼罩,不一致,站不住脚
grate,吱嘎磨碎,希望的人或事,有益,拼写法
laconic,简洁,蓬松,僵硬,板结
retreat,撤退,虏获,俘虏,摧毁
superintend,监督,巡查,督促,备查
obvious,明显,不露声色,隐约,官方
concordant,和谐,详细,对称性,繁复
accentuate,着重,紧迫,权威,主导
commonsensical,有常识的,使坐下,听力,许多
viscosity,粘度,重要性,安全性,独立性
nonplus,使窘困迷惑,拖延,打印机,农业
procrastinate,耽搁,满期,迟误,到期
sheriff,警长,巡警,暗探,检察官
seedling,幼苗,屏障,赘疣,鹅毛
guttle,狼吞虎咽,咀嚼,说,吞食
felicity,适当的措辞,仅仅,开发,盐
witty,机智,笨口拙舌,毒化,本本主义
unconcern,冷淡,并排,弃置,旁观
confront,面临,什么,朝向,截至
pamphlet,小册子,新书,操典,碑帖
simulation,假装,翘,屏息,喘气
nib,钢笔尖,开玩笑的事物,平面,实在
bravado,故作勇敢,摆架子,表现,摆样子
microbe,微生物,纪念,必需品,补给
parallel,平行,端正,倾斜,垂直
inflate,使充气,坚决认为,远离中心,唱片
broach,开瓶,打气,情愿,轮胎
mutton,羊肉,火腿,牛排,烤鸭
dent,缺口,海口,洞口,洞穴
menthol,薄荷醇,分裂,(意见的)分歧,便士(英国货币)的复数形式
immoderate,无节制的,尽管,极其,多么
titular,有名无实,名义,实弹,虚伪
testy,性急,识相,漂浮,文明
infraction,违法,开刀,赦免,处决
bucolic,牧羊,钓鱼,饲养,捕鱼
cosmopolitanism,世界性,它自己,(较)大的,富于幽默感的
statuary,雕像,速写,石刻,白描
supernova,超新星,艺人,班底,媒体
reparation,赔偿,赎回,索赔,分期付款
conductor,指挥家,制造者,创造者,研究员
impecunious,不名一文,糊涂,困难,毒打
monsoon,季雨,暴风骤雨,旋风,层云
antecedent,前事,工厂,许多,咖啡色
prologue,开场白,闲话,谎言,脏话
nubile,吸引人的,行动,.接见,爱
eclipse,名声跌落,收(税等),修理,滥杀
inhibit,抑制,束缚,制约,决定
footle,胡闹,挑衅,祝福,闹事
incandescence,白炽,闪光,月光,微光
dais,讲台,炮台,柜台,亭子
penitent,后悔,照顾,爱理不理,情愿
myopic,近视眼的,足够,葡萄,完全
persuasive,能劝说的,教育,旅行,从事园艺
heirloom,传家宝,余烬,鹅毛,政见
foreboding,预感,恶心,直觉,视觉
composite,混合成的,(外、阀)壳,相对论,释出
ferocity,凶猛,沉重,一贯,隆重
refrain,歌曲的反复句,折磨,解决,鼓励
insistence,坚持,发现,推论,主持
upstart,突然升官的人,用户,订户,客户
fume,愤怒,烦扰,变色,担忧
cyclone,旋风,暴风骤雨,顶风,阵风
guzzle,大吃大喝,说,喝,咀嚼
emblematic,作为象征,制服,选拔,交叉
certainty,确定的事情,预兆,吞,友好
hosepipe,水管,棒,滚筒,薄片
mare,母驴,链,劳力,投炸弹
indemnity,赔偿,税收,赎回,分期付款
calibrate,量...口径,体育家,惊奇,奶奶
engrossing,引人入胜,讨厌,不得人心,富于
fatigue,疲乏,斗志昂扬,激发,懒洋洋
oust,强迫出去,双重,惯例,联营
autopsy,尸体解剖,监督,巡查,查询
tribulation,苦难,内忧外患,雹灾,冻害
stygian,阴暗,下雨,晴天,秋高气爽
sidle,(偷偷地)侧身而行,不利,旅行,部分时间的(地)
protract,延长,扩展,干,推广
desperate,不顾死活,苛刻,罪恶,善良
clumsy,笨拙,脆弱,固执,卑怯
indigenous,土产,课外,原本,正统
incipient,初期,短期,后期,年头
reiterate,重申,延续,变幻,循环
disembodied,无实体的,具体,粗浅,断章取义
convex,凸出,舌尖,四方,坦荡
splendid,极好,确定,提款,发现
fecund,肥沃,寸草不生,个别,饱满
aplomb,沉着,坦然,对得起,惭愧
arena,(角斗的)竞技场,用旧了的,聚集,使相信
certitude,确定无疑,同事,处理,事
carat,(宝石重量单位)克拉,思维,第三(个),支持
gravel,碎石,石灰石,鹅卵石,花岗石
adumbrate,(对将来事件)预示,邮票,迎接,美丽
denizen,居民,华裔,华侨,同胞
parasite,寄生虫,蜗牛,黄蜂,变形虫
duplicity,欺骗,骗取,欺瞒,庇护
passive,被动,主动,不辞辛苦,熟练
importune,强求,诱惑,开玩笑,摆弄
ineptitude,无能,短小精悍,对答如流,不稂不莠
factional,派别(间)的,正文,懊悔,两者都不
bemused,茫然,认识,认知,百听不厌
shanty,简陋的小木屋,火药,无价值的,全部
assure,向某人保证,认真,买帐,相信
victor,胜利者,珍贵,上流,不名誉
rectitude,诚实,缓和,忠于,伪善
countenance,支持,保障,遗留,在前
prefigure,预示,证实,来源,取决
adventitious,偶然,意想不到,大约,无人
forge,(迎着困难)稳步前进,饿死,舰艇,感受
incapable,不能胜任,微笑,可以,收成
induct,使入伍,这样的人,压缩,交易所
extricate,拯救,重要性,处理,温度
attraction,吸引力,半劳动力,万有引力,视力
palmy,繁荣,太平,和平,冷淡
remains,遗址,投票站,基地,最低点
haft,柄,子房,麦芽,花束
brand,在某事物上打烙印,自立,户外,天国
baneful,有害,不利,无害,超过
flagging,下垂,突出,赤裸裸,赤足
extenuate,掩饰(罪行),满口,雇用,堤
pictorial,有图片的,猛攻,疾驰而过,果汁
coalesce,联合,独家,独立,亲手
anarchist,无政府主义者,期待,冬眠,连绵区域
indices,指数,容量,定额,产量
elaborate,详尽地说明,表白,表达,指出
replete,饱满,沉默,唉声叹气,激昂
ornate,华美,美貌,妖艳,娇媚
implant,注入,进入,上车,排出
emissary,特使,辈分,纳税人,前辈
portion,一部分,少数,总体,繁荣
purebred,(动物)纯种的,路程,校长,书店
well-informed,见多识广,半瓶醋,短小精悍,高明
tend,照料,侍候,保安,保镖
confederacy,联盟或同盟,外表,使用,毁坏
furtive,偷偷,可疑,神奇,非法
culprit,犯罪者,(住)帐篷,无表情的,近似
zigzag,弯弯曲曲地进行,改进,推,印刷工
munificence,慷慨,革命,大气,不亢不卑
lineaments,(面部等的)特征,巨流,市场,内情
corporation,法人团体,奶牛场,摊子,书店
mature,深思熟虑,联想,胡思乱想,绞尽脑汁
chaste,朴实,不耐烦,孟浪,安详
reactant,反应物,怎样,一组,贷
sampler,刺绣花样,致敬,投递交,需(价若干)
oligarchy,寡头政治,制度,方针,专政
aggrieved,受虐待的,现实,零点,折叠
hegemony,霸权,产权,权杖,罪行
mandate,命令,责成,提倡,总动员
altercation,争吵,殴打,顶撞,吵闹
ginger,姜,财力,武力,武力
banister,(楼梯的)栏杆,甚至(更),竞赛,清晰
xerophyte,旱生植物,虚构,压痕,激怒
gratis,不付款的,免除,吊销,吸收
stoke,给...添加燃料,缺口,浇灌,留间隔
seedy,衣衫褴褛,拉,攀登,祝
secretive,守口如瓶,责难,揭发,引咎
deluge,暴雨,毛毛雨,雨滴,喷泉
totter,步伐蹒跚,接待员,向上,信息
apropos,有关,以便,沿着,把
hydrant,消防栓,扩音器,调节器,变压器
garnish,装饰,酿造,组装,放置
detritus,碎屑,起立,灰白,小鸡
patch,补丁,缎子,绒布,绒
foolhardy,鲁莽,识相,耐心,实在
vandalize,肆意破坏,外面,恶心,监控
asynchronous,不同时的,盘),潮湿,奔
abnormal,不正常的,式样,地理,矫
cadaver,尸体,白骨,木乃伊,下半身
fluorescent,萤光,叮当,衍射,散射
obnoxious,令人不愉快的,不得人心,缺乏,可怕
penetrate,渗入,失误,排出,上车
dour,严厉,宽限,不在乎,红色
momentary,短暂,半天,一会儿,永恒
purblind,愚钝,八面玲珑,死板,卑怯
palatable,愉快,拜倒,悲喜交集,叩头
rabble,下等人,在流传,悄悄地走,晚霞
daze,使茫然,品行,大量,尘世
antibiotic,抗生素,泻药,白芍,冰片
propitiatory,讨好,说服,驯服,任凭
dehumanize,使失掉人性,才干,教友,洞察力
icing,糖衣,江面,基本,本来面目
irrevocable,不能改变,中止,出现,是的
nude,裸体者,印刷,父亲,更坏(差)的
canker,祸害,不利,不可逾越,无害
pawn,典当,赎回,包赔,索赔
cohabit,(通常指未婚的)双方同居,枪,电影(业),供选择的东西
dummy,人体模型,渴求,(铁路)客车车厢,回答
expostulate,(对人或行为的)抗议,游说,激发,归咎
bracket,托架,架,被子,被褥
pollen,花粉,雌花,天花,麦芽
regenerate,改过自新,搅混,纠偏,篡改
smirch,玷污,挣扎,拼命,冒险
irreducible,不能分解成因子的,东方,使滚动,用竹子制
incompetent,无能力的,长凳,触,探险家
venison,鹿肉,简单,交易所,意义
dismember,肢解,上身,拆卸,涂抹
faultfinder,喜欢挑剔的人,可怕,十一,终结
query,询问,参与,探路,干涉
flout,蔑视,并列,歧视,顾及
variability,变化性,变幻,衍变,恶性循环
administer,管理,经营,经管,接管
posture,态度,表情,扮相,眼光
credulous,轻信,信奉,确信,亲信
psychiatry,精神病学,经商,欢呼,突出来
truculent,残暴,丧心病狂,敦厚,什么
testator,立遗嘱的人,在...上面,看出,思考者
coward,胆小鬼,令人,君子,牛仔
drizzly,毛毛细雨,唯一,有关系的,电报
recalcitrant,顽抗,不可抗力,抵抗力,把守
hodgepodge,混淆,渎职,违禁,本末倒置
loaf,虚度光阴,斗争,低劣,螺帽
raffle,(尤指为公益事业举办的)抽奖售物(活动),一站,增加,金属制造
canopy,蚊帐,毛毯,床单,毯子
condescend,屈尊,开拓者,递,感受心情
bypass,规避,顾忌,应得,幸免
destructible,可破坏的,起,感到刺激,真实
salute,向...致意,以,有色人种,主要
periphery,外围,郊外,体内,对外
larva,(昆虫的)幼虫,拖曳者,顺利,吉利
check,使突然停止,麻烦,纠缠,触怒
thespian,戏剧,京剧,交响曲,歌剧
lofty,崇高,卑劣,无聊,端正
vagabond,浪荡子,逃亡者,难民,俘虏
diabolical,恶毒,仁慈,邪恶,罪恶
spell,连续的一段时间,接走,无效,群
wage,运动),小题大做,启动,着手
shuck,无用之物,堆积,礼拜,领导
convene,集合,汇集,握别,背井离乡
affinity,吸引力,重力,武力,万有引力
throne,王位,前程,职务,文职
hoop,(桶之)箍,警报,梆子,鼻儿
portfolio,文件夹,放大,一半,统一
pharisaic,伪善,规矩,忠诚,狡猾
vendor,小贩,军官,经纪人,投资者
harass,侵扰,冲撞,阻拦,纠缠
restrain,克制,爱戴,同意,容忍
impulsive,易冲动的,今夜,决定性的,自然
miscreant,恶棍,恶霸,歹徒,小丑
patent,显而易见,不法,公开,含糊
fungicide,杀真菌剂,说话,实在,汇合点
monstrous,巨大,坚固,不在话下,险峻
entreaty,恳求,哀求,探路,不情之请
investiture,(宗教)任职仪式,需要,服从,大声
consul,领事,外交部长,邓小平,家长
confidential,机密,暗自,可疑,暧昧
sod,草地,亭子,金字塔,尖塔
renege,背信,实践,背信弃义,欢迎
maxim,格言,规范,谓语,氨基
genesis,创始,命名,独树一帜,收回
unversed,不熟练的,在…上,教室,很少
conducive,有助于...的,每日,钻石,贵重
bewildering,令人迷惑,入学,招呼,指挥
chrysanthemum,菊,桂,花儿,兰花
lukewarm,微温,少数,提到,衣领
copious,丰富,增值,干,附加
fulsomeness,虚情,说服,庇荫,驯服
roe,鱼卵,(雨)倾盆而下,正式,履行
vitalize,激发活力,影片,呼吸,病例
poised,平衡,足够,现存,抽出
equivocate,说谎,狡诈,坦率,公然
detriment,损害,利于,不利,不可逾越
penance,自我惩罚,热水瓶,天性,管理人
heal,治愈,好转,疼痛,出院
halcyon,平静,紧张,惊慌,迫切
oscillate,摆动,颤动,旋转,运作
dune,沙丘,烂泥,丹砂,冻土
perfidious,不忠,实践,违约,约定
flatter,恭维,趋附,庇护,说服
fossilize,使...成为化石,薄的,鼻子,纯洁
riven,撕裂,抽,拥抱,钳
divestiture,剥夺财产,编织者,助长,羊毛(制)的
genteel,装作彬彬有礼的,社会,搭档,暴风雨(雪)
pique,冒犯,兵不厌诈,骗取,迷惑
chiaroscuro,明暗对照法,不完全的,弱点,团结
infinity,无限的时间或空间,祖国,提交讨论,凶恶
handle,处理,零售,批发,售货
snub,冷落,安静,鼎沸,占线
canyon,峡谷,山脚,巫山,冈山
boastful,(指人)好自夸的,行军,重要人物,在(两者)之间
exemplar,模范,规格,师范,指南
astray,迷路,触电,失事,失踪
impenetrable,不可理解,意见,由,信任
sprinkler,洒水装置,载运,奶油,多半
brassy,厚脸皮的,风俗,习惯,开幕式
veritable,确实,仍然,毕竟,左右
sympathize,同情,谅解,舍得,宽容
disreputable,见不得人,无情,贞洁,正面
warp,翘起,笔挺,东倒西歪,骨头架子
traumatic,受创伤的,冻伤,病害,烫伤
daredevil,胆大的(人),申请书,出卖,正确
contiguous,接壤,接近,逼近,堵车
savanna,热带或亚热带之大草原,帐单,为什么,专门小组
leeward,顺风,发迹,糟糕,不利
scintillate,闪烁,衍射,散射,折射
parry,问题等),(节日或大事件发生的）前夕,商行,开拓者
potpourri,混杂,传输,传播,交叉
presenter,主持人,主编,户主,房东
rattle,使格格作响,鲜艳,社,深切
ecstasy,激情状态,刺激的因素,其他,创立
signal,发信号,设,训练,评论
verified,检验,巡查,核查,把关
nascent,初生,就是,勃兴,凋敝
fleece,生羊皮,假发,头发,辫子
fervent,热的,灌木,一...(就)...,断言
rifle,抢劫,不轨,断路,绑票
entangle,使纠缠,舍命,断送,弃权
envisage,正视,看见,偷看,东张西望
contrary,相违,成对,某地,说话
provocative,挑衅,杜撰,祝福,伪托
nonflammable,不易燃的,最大,灭亡,分享
gorge,贪婪地吃,量,当令期,这样的事
clandestine,秘密,神奇,简明,奇怪
graphic,生动,凶猛,不攻自破,活动
eccentricity,怪癖,不伦不类,古怪,可笑
periscope,潜望镜,望远镜,扫帚,墨镜
convey,运载,搬运,驳运,流放
antagonize,使对抗,第一名,挑选,可作解释的事物
unfounded,无事实根据的,不存在的,市镇,碰巧
evenhanded,公平,清廉,大公无私,开展
rite,(宗教的)仪式,弄脏,摔跤(运动),管理部门
specimen,标本,流体,刚体,半导体
molding,铸造物,把…建立在,货摊,眼泪
prickle,刺痛,在..四周(或附近),线,队长
coeval,同年代的,食堂,(使)变暖,延迟
cryptic,秘密,不可名状,非法,合法
immerse,浸入,陷落,降下,奔泻
bracelet,手镯,首饰,戒指,项练
resonant,共鸣,恶心,遥感,好感
amnesia,健忘症,因为,女售货员,学问
inexplicable,无法解释,参观者,广泛,多数党
pittance,微薄的薪俸,记下,许可证,契约
chauvinist,盲目爱国主义者,最后,门票,(车间)主任
reserved,说话不多,争论,圆珠笔,闩
fatuousness,蠢,家乡,实力,另外
jeer,嘲笑,违例,拍案叫绝,笔战
shibboleth,陈旧语句,银币,白天,宏伟
contumely,无礼,洗礼,礼节,开幕式
sermonize,说教,国家,事,爆炸
repugnant,令人厌恶,(美国)西部小说/电影,付现金,一个(只)(表示代替可数的东西)
pierce,刺透,误会,法院,吩咐
overture,前奏曲,悲歌,小夜曲,歌曲
vulnerable,易受攻击,室,无能,大胆进行
forlorn,凄凉,安好,神经过敏,庄严
ventral,腹部,手臂,乳头,臀部
askance,侧目而视,面对面,俯视,瞥
succumb,因...死亡,来宾,烧煮,帐单
expressive,表达,暗示,表示,志
cumbersome,笨重,沉重,不快,轻轻
obstruct,阻塞,堵车,通行,渗透
emulsify,使乳化,焦虑,渡过,决定
insecticide,杀虫剂,维他命,阿司匹林,阿米巴
tire,疲劳,昂然,懒洋洋,不做声
pane,窗格玻璃,手柄,向导,弹丸
nostrum,万灵丹,对某事物之狂热爱好者,失灵,过去惯
biped,二足动物,进入,撞击,集合
stodgy,乏味,特别,可笑,不是味儿
candidacy,候选人的资格,挤满,行星,虚伪
steeple,尖塔,站台,葡萄园,草坪
gloom,忧郁,背包袱,痛苦,忧虑
accretion,增加物,可爱,圈套,慰问
moist,潮湿,破旧,温和,闷热
approach,方法,灸,文法,兵法
scythe,大镰刀,那个,巢,试验
disproportion,不对称,矮,公寓套房,八十(个
mountebank,江湖郎中,阿飞,酒鬼,帮凶
quadrangle,四边形,球状,状态,新型
saga,英雄故事,卷,本子,小说
barren,不结果实,空白,寸草不生,毛茸茸
titillate,刺激(某人)(尤指性欲),乡间的土地,刑罚,追踪
seminary,神学院,剑,板,放映(电影)
abortive,无结果的,覆灭,关闭,不力
eradicate,扑灭,战胜,缓解,洗刷
drawl,慢吞吞地说,进程,汗,向
hectic,兴奋,刺激,推进,妨碍
smirk,假笑,理由,弹丸,很好
epidemic,传染性的,习惯,阶段,(欧洲公国的)君主
plummet,垂直或突然地坠下,块,愉快,以为
leonine,狮子,老虎,海豹,豹子
innocence,无辜,当事人,不倒翁,被害人
decorous,符合礼节,盐,劳力,在的上方
preview,预演,武打,跑龙套,变戏法
stoic,坚忍克己之人,周报,尚,选举
corpus,全集,百科全书,汇编,剪报
adorn,装饰,制造,设置,仿造
executive,行政人员,正好,把…比作,西班牙(欧洲)
elapse,(光阴)消逝,坛,考试,灵巧
reparable,能补救的,谁的,球棒,棉纱
outdated,陈旧,崭新,新型,潮湿
tendentious,有偏见的,证明,秘密,聚集
discontentment,不满,满足,抱不平,罢论
durability,持久,懂行,仔细,节俭
tremor,震动,带动,感染,轰动
valorous,勇敢,精明,不敢越雷池一步,薄弱
imprint,盖印,白描,贝雕,十字架
portray,描绘,表示,上述,表态
familiarity,不拘礼仪,没有希望,某物,背
wrench,扭,伤亡,遍体鳞伤,流血
denunciation,谴责,批评,驳倒,引咎
commendable,值得称赞,挖,议案,确定
artery,动脉,脉搏,血管,丹田
appropriate,恰当,不宜,麻烦,白白
secluded,隐遁,衬托,并联,结成
evict,(依法)驱逐,学术研究,争论点,用
setback,挫折,沦陷,成功,不力
uproar,喧闹,冷静,拥挤,寂静
encompass,包围、围绕,（,流畅,愉快
derogate,贬低,中式,升迁,当选
tango,探戈舞,电影,摇摆,芭蕾舞
champion,拥护,随同,等候,送行
nuptial,婚姻,遗恨,危险,轶事
announce,宣布,独揽,授命,遥控
licentious,放肆,坚忍不拔,脆弱,无所谓
contend,据理力争,狡辩,丑化,辩解
objection,厌恶,爱憎,恋爱,宠坏
sensual,肉欲,贪心,不时之需,食欲
unsophisticated,不懂世故,根本,半半拉拉,甚至
sensible,明智,愚蠢,不敢越雷池一步,明白
therapy,疗法,巫术,秘诀,魔法
din,喧闹声,议院,向,信任
illustrious,著名,腐败,胜过,不朽
denude,剥夺,帮倒忙,侵犯,报仇
penalty,刑罚,叛国罪,流氓罪,纪律
obtrusive,突出,悬垂,翘,曝露
susceptible,易受影响,不修边幅,愚笨,剽悍
compulsory,强制性的,百分数,长期,类型
truthfulness,真实,十分,名副其实,名义
epoch,纪元,古代,现代,公元前
philander,调戏追逐女人,存款,呜咽地说,裁决
equate,认为...相等或相仿,允诺,(用言词)表达,旧时
metabolism,新陈代谢,改组,壮大,改装
insubstantial,薄弱,无所谓,安分,不屈
bough,粗大的树枝或树干,收入,舌状物（火舌）,出现
magenta,紫红色(的染料),各,尾随,姑娘
repulsion,厌恶,抱恨,博爱,爱憎
suffice,足够,节省,抽出,多余
nonsensical,荒唐,密切,耐烦,疏忽
exaction,强求,勉强,逼债,惊吓
moralistic,道学气的,小学生,分钟,财富
lull,使平静,(头发的)一缕,海草,攀登的地方
bilious,坏脾气的,女教士,岩面,条件
fetish,(崇拜的)神物,佛教徒,爱好者,先锋
irate,发怒,懊丧,不快,赌气
pathos,悲怆,悲喜交集,悲天悯人,不亦乐乎
shove,推挤,推动,急(匆)忙,清洁
stentorian,(指声音)极响亮的,准确定位,战役,园艺爱好者
dissipation,驱散,变相,变频,转向
emollient,润肤剂,聊天,冒失,进行选举
kiosk,售货亭,灯塔,亭子,柜台
enchanting,讨人喜欢,广博,可怕,紧张
arbiter,权威人士,歹徒,君子,先知
frugal,节约,浪费,抽出,足够
patio,庭院,排水沟,门廊,渗沟
simplify,简化,现代化,液化,工业化
ensemble,全体,少数,层出不穷,多数
aria,独唱曲,调频,变奏,灰尘
bulb,植物的球茎,相像,休息时间,(五指分开)手套
emigration,移民,干部,先生,职工
patriarchy,家长统治,高度,轻碰,眼窝
frigidity,性冷淡,冰天雪地,热力,短命
befuddlement,迷惑不解,醒来,迷恋,奇怪
replicate,重复,正在,进而,人寿保险
intractable,倔强,悲观,伪善,活泼
unruly,粗野,爱面子,耐心,操切
proponent,支持者,选民,示威者,仆人
ductility,延展性,针对性,阴性,高性能
apocalyptic,启示,指导,唤醒,演示
pettish,易怒,满足,遗留,便于
extradition,引渡,背井离乡,离开,摆渡
culinary,厨房,厕所,暗室,官邸
intestine,内部,病程,嫌疑,开端
scald,烫伤,患处,毒瘤,病害
exculpate,开脱,退役,退出,退学
bent,特长,笔底下,本领,先见之明
minutia,微枝末节,文章,故事,附录
piano,(音乐)轻柔的,轻松愉快,简洁,材(原)料
aboveboard,光明正大的/地,解释,旁白,固定
flint,打火石,石头,木制,岩石
necessitous,急需,供给,提供,满足
gadfly,虻,熊蜂,蜗牛,黄蜂
ledger,账簿,表册,家谱,名单
haphazard,任意,无人,全力以赴,痛快
monogamy,一夫一妻制,两个..(都),毛衣,剩下
analogy,类比,综合,推理,起草
encomium,赞颂,违例,抵制,违犯
crustacean,甲壳类动物,逆,薄片,损害
productive,多产,占便宜,小题大做,开学
overriding,最主要的,急忙,按时,不只
profile,外形,打败,改善,站立
externalize,使...表面化,喜欢,小,学科
rinse,以清水冲洗,清洗,擦澡,掠过
illuminating,启示性的,演示,引导,指导
decent,得体,难以,手提,义务
unbidden,未经邀请,完成,渴望,便宜货
smart,痛苦,大快人心,担忧,伤心
decry,责难,驳斥,引咎,谴责
desiccated,干燥,特别,例行,不规则
dispel,驱散,变频,变形,转向
floodgate,(水闸的)闸门,播种,打扰,保护…使免受苦难
exhilarate,使高兴,滑冰鞋的滑刀,所,编织针
specialized,专门,故意,不知不觉,不择手段
indentation,锯齿状,售票口,出入口,出口
vituperate,痛斥,揭发,谴责,引咎
locution,惯用语,困难,神经(方面)的,门
appendix,附录,节目,编目,本末
reclaim,开垦(土地),外的,盘,小河
